Importance,Level,Job Zone,Code,Occupation,Skill,Importance_norm,Level_norm,SkillDemand,Collated_Score
75.0,61.0,5,29-1141.04,Clinical Nurse Specialists,active_learning,0.75,0.7093023255813954,0.7337209302325581,92.0
75.0,61.0,5,25-1122.00,"Communications Teachers, Postsecondary",active_learning,0.75,0.7093023255813954,0.7337209302325581,92.0
75.0,61.0,5,25-1081.00,"Education Teachers, Postsecondary",active_learning,0.75,0.7093023255813954,0.7337209302325581,92.0
75.0,61.0,5,25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary",active_learning,0.75,0.7093023255813954,0.7337209302325581,92.0
75.0,61.0,5,29-1241.00,"Ophthalmologists, Except Pediatric",active_learning,0.75,0.7093023255813954,0.7337209302325581,92.0
75.0,61.0,5,19-3041.00,Sociologists,active_learning,0.75,0.7093023255813954,0.7337209302325581,92.0
75.0,59.0,4,19-2021.00,Atmospheric and Space Scientists,active_learning,0.75,0.686046511627907,0.7244186046511627,92.0
75.0,59.0,5,11-9032.00,"Education Administrators, Kindergarten through Secondary",active_learning,0.75,0.686046511627907,0.7244186046511627,92.0
75.0,59.0,4,19-1012.00,Food Scientists and Technologists,active_learning,0.75,0.686046511627907,0.7244186046511627,92.0
75.0,59.0,5,19-1029.03,Geneticists,active_learning,0.75,0.686046511627907,0.7244186046511627,92.0
75.0,59.0,4,11-3121.00,Human Resources Managers,active_learning,0.75,0.686046511627907,0.7244186046511627,92.0
75.0,59.0,4,13-1081.01,Logistics Engineers,active_learning,0.75,0.686046511627907,0.7244186046511627,92.0
75.0,59.0,5,29-1161.00,Nurse Midwives,active_learning,0.75,0.686046511627907,0.7244186046511627,92.0
75.0,59.0,5,29-1171.00,Nurse Practitioners,active_learning,0.75,0.686046511627907,0.7244186046511627,92.0
75.0,59.0,5,29-1221.00,"Pediatricians, General",active_learning,0.75,0.686046511627907,0.7244186046511627,92.0
75.0,57.0,5,25-1062.00,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",active_learning,0.75,0.6627906976744186,0.7151162790697674,92.0
75.0,57.0,5,25-1052.00,"Chemistry Teachers, Postsecondary",active_learning,0.75,0.6627906976744186,0.7151162790697674,92.0
75.0,57.0,5,25-1111.00,"Criminal Justice and Law Enforcement Teachers, Postsecondary",active_learning,0.75,0.6627906976744186,0.7151162790697674,92.0
75.0,57.0,5,29-1215.00,Family Medicine Physicians,active_learning,0.75,0.6627906976744186,0.7151162790697674,92.0
75.0,57.0,5,25-1071.00,"Health Specialties Teachers, Postsecondary",active_learning,0.75,0.6627906976744186,0.7151162790697674,92.0
75.0,57.0,5,19-3093.00,Historians,active_learning,0.75,0.6627906976744186,0.7151162790697674,92.0
75.0,57.0,5,29-1151.00,Nurse Anesthetists,active_learning,0.75,0.6627906976744186,0.7151162790697674,92.0
75.0,57.0,5,25-1065.00,"Political Science Teachers, Postsecondary",active_learning,0.75,0.6627906976744186,0.7151162790697674,92.0
75.0,57.0,4,25-2057.00,"Special Education Teachers, Middle School",active_learning,0.75,0.6627906976744186,0.7151162790697674,92.0
75.0,55.0,5,25-2059.01,Adapted Physical Education Specialists,active_learning,0.75,0.6395348837209303,0.7058139534883721,92.0
72.0,70.0,5,17-2199.09,Nanosystems Engineers,active_learning,0.72,0.813953488372093,0.7575813953488373,92.0
72.0,68.0,5,19-1029.04,Biologists,active_learning,0.72,0.7906976744186046,0.7482790697674419,92.0
72.0,68.0,4,17-2041.00,Chemical Engineers,active_learning,0.72,0.7906976744186046,0.7482790697674419,92.0
72.0,66.0,5,19-1029.02,Molecular and Cellular Biologists,active_learning,0.72,0.7674418604651163,0.7389767441860465,92.0
72.0,66.0,5,25-1066.00,"Psychology Teachers, Postsecondary",active_learning,0.72,0.7674418604651163,0.7389767441860465,92.0
72.0,64.0,5,25-1031.00,"Architecture Teachers, Postsecondary",active_learning,0.72,0.7441860465116279,0.7296744186046511,92.0
72.0,64.0,5,29-1021.00,"Dentists, General",active_learning,0.72,0.7441860465116279,0.7296744186046511,92.0
72.0,64.0,4,19-1022.00,Microbiologists,active_learning,0.72,0.7441860465116279,0.7296744186046511,92.0
72.0,64.0,5,29-1022.00,Oral and Maxillofacial Surgeons,active_learning,0.72,0.7441860465116279,0.7296744186046511,92.0
72.0,63.0,5,25-1011.00,"Business Teachers, Postsecondary",active_learning,0.72,0.7325581395348837,0.7250232558139535,92.0
72.0,63.0,5,19-3039.02,Neuropsychologists,active_learning,0.72,0.7325581395348837,0.7250232558139535,92.0
72.0,63.0,5,29-1229.06,Sports Medicine Physicians,active_learning,0.72,0.7325581395348837,0.7250232558139535,92.0
72.0,61.0,5,19-3091.00,Anthropologists and Archeologists,active_learning,0.72,0.7093023255813954,0.7157209302325582,92.0
72.0,61.0,5,25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",active_learning,0.72,0.7093023255813954,0.7157209302325582,92.0
72.0,61.0,5,25-1053.00,"Environmental Science Teachers, Postsecondary",active_learning,0.72,0.7093023255813954,0.7157209302325582,92.0
72.0,61.0,5,29-1224.00,Radiologists,active_learning,0.72,0.7093023255813954,0.7157209302325582,92.0
72.0,61.0,5,29-1127.00,Speech-Language Pathologists,active_learning,0.72,0.7093023255813954,0.7157209302325582,92.0
72.0,61.0,5,19-3022.00,Survey Researchers,active_learning,0.72,0.7093023255813954,0.7157209302325582,92.0
72.0,59.0,4,15-2051.01,Business Intelligence Analysts,active_learning,0.72,0.686046511627907,0.7064186046511628,92.0
72.0,59.0,5,25-1021.00,"Computer Science Teachers, Postsecondary",active_learning,0.72,0.686046511627907,0.7064186046511628,92.0
72.0,59.0,4,17-2111.02,Fire-Prevention and Protection Engineers,active_learning,0.72,0.686046511627907,0.7064186046511628,92.0
72.0,59.0,5,25-1064.00,"Geography Teachers, Postsecondary",active_learning,0.72,0.686046511627907,0.7064186046511628,92.0
72.0,59.0,5,19-3032.00,Industrial-Organizational Psychologists,active_learning,0.72,0.686046511627907,0.7064186046511628,92.0
72.0,59.0,5,25-9031.00,Instructional Coordinators,active_learning,0.72,0.686046511627907,0.7064186046511628,92.0
72.0,59.0,4,11-2021.00,Marketing Managers,active_learning,0.72,0.686046511627907,0.7064186046511628,92.0
72.0,59.0,5,15-2031.00,Operations Research Analysts,active_learning,0.72,0.686046511627907,0.7064186046511628,92.0
72.0,59.0,5,29-1071.00,Physician Assistants,active_learning,0.72,0.686046511627907,0.7064186046511628,92.0
72.0,57.0,5,29-1141.02,Advanced Practice Psychiatric Nurses,active_learning,0.72,0.6627906976744186,0.6971162790697674,92.0
72.0,57.0,5,19-1011.00,Animal Scientists,active_learning,0.72,0.6627906976744186,0.6971162790697674,92.0
72.0,57.0,5,23-1022.00,"Arbitrators, Mediators, and Conciliators",active_learning,0.72,0.6627906976744186,0.6971162790697674,92.0
72.0,57.0,3,25-1194.00,"Career/Technical Education Teachers, Postsecondary",active_learning,0.72,0.6627906976744186,0.6971162790697674,92.0
72.0,57.0,4,25-2032.00,"Career/Technical Education Teachers, Secondary School",active_learning,0.72,0.6627906976744186,0.6971162790697674,92.0
72.0,57.0,4,27-2022.00,Coaches and Scouts,active_learning,0.72,0.6627906976744186,0.6971162790697674,92.0
72.0,57.0,4,11-9021.00,Construction Managers,active_learning,0.72,0.6627906976744186,0.6971162790697674,92.0
72.0,57.0,4,29-1141.03,Critical Care Nurses,active_learning,0.72,0.6627906976744186,0.6971162790697674,92.0
72.0,57.0,5,11-9033.00,"Education Administrators, Postsecondary",active_learning,0.72,0.6627906976744186,0.6971162790697674,92.0
72.0,57.0,5,25-1123.00,"English Language and Literature Teachers, Postsecondary",active_learning,0.72,0.6627906976744186,0.6971162790697674,92.0
72.0,57.0,5,19-3011.01,Environmental Economists,active_learning,0.72,0.6627906976744186,0.6971162790697674,92.0
72.0,57.0,2,33-1012.00,First-Line Supervisors of Police and Detectives,active_learning,0.72,0.6627906976744186,0.6971162790697674,92.0
72.0,57.0,5,25-1124.00,"Foreign Language and Literature Teachers, Postsecondary",active_learning,0.72,0.6627906976744186,0.6971162790697674,92.0
72.0,57.0,5,29-1216.00,General Internal Medicine Physicians,active_learning,0.72,0.6627906976744186,0.6971162790697674,92.0
72.0,57.0,5,25-1125.00,"History Teachers, Postsecondary",active_learning,0.72,0.6627906976744186,0.6971162790697674,92.0
72.0,57.0,4,25-2022.00,"Middle School Teachers, Except Special and Career/Technical Education",active_learning,0.72,0.6627906976744186,0.6971162790697674,92.0
72.0,57.0,4,17-2161.00,Nuclear Engineers,active_learning,0.72,0.6627906976744186,0.6971162790697674,92.0
72.0,57.0,5,25-1072.00,"Nursing Instructors and Teachers, Postsecondary",active_learning,0.72,0.6627906976744186,0.6971162790697674,92.0
72.0,55.0,5,11-9041.00,Architectural and Engineering Managers,active_learning,0.72,0.6395348837209303,0.687813953488372,92.0
72.0,55.0,5,19-3033.00,Clinical and Counseling Psychologists,active_learning,0.72,0.6395348837209303,0.687813953488372,92.0
72.0,55.0,4,21-2021.00,"Directors, Religious Activities and Education",active_learning,0.72,0.6395348837209303,0.687813953488372,92.0
72.0,55.0,4,17-2071.00,Electrical Engineers,active_learning,0.72,0.6395348837209303,0.687813953488372,92.0
72.0,55.0,5,29-9092.00,Genetic Counselors,active_learning,0.72,0.6395348837209303,0.687813953488372,92.0
72.0,55.0,4,27-2012.03,Media Programming Directors,active_learning,0.72,0.6395348837209303,0.687813953488372,92.0
72.0,55.0,4,11-9111.00,Medical and Health Services Managers,active_learning,0.72,0.6395348837209303,0.687813953488372,92.0
72.0,55.0,5,29-1122.00,Occupational Therapists,active_learning,0.72,0.6395348837209303,0.687813953488372,92.0
72.0,55.0,4,13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",active_learning,0.72,0.6395348837209303,0.687813953488372,92.0
72.0,55.0,4,11-9151.00,Social and Community Service Managers,active_learning,0.72,0.6395348837209303,0.687813953488372,92.0
72.0,55.0,4,13-1151.00,Training and Development Specialists,active_learning,0.72,0.6395348837209303,0.687813953488372,92.0
72.0,55.0,5,29-1229.03,Urologists,active_learning,0.72,0.6395348837209303,0.687813953488372,92.0
72.0,52.0,4,21-1091.00,Health Education Specialists,active_learning,0.72,0.6046511627906976,0.6738604651162791,92.0
69.0,68.0,5,15-1211.01,Health Informatics Specialists,active_learning,0.6900000000000001,0.7906976744186046,0.730279069767442,92.0
69.0,66.0,4,17-2031.00,Bioengineers and Biomedical Engineers,active_learning,0.6900000000000001,0.7674418604651163,0.7209767441860466,92.0
69.0,66.0,5,29-1217.00,Neurologists,active_learning,0.6900000000000001,0.7674418604651163,0.7209767441860466,92.0
69.0,64.0,5,11-1011.00,Chief Executives,active_learning,0.6900000000000001,0.7441860465116279,0.7116744186046512,92.0
69.0,64.0,5,25-9021.00,Farm and Home Management Educators,active_learning,0.6900000000000001,0.7441860465116279,0.7116744186046512,92.0
69.0,64.0,4,17-2199.08,Robotics Engineers,active_learning,0.6900000000000001,0.7441860465116279,0.7116744186046512,92.0
69.0,63.0,5,19-3039.03,Clinical Neuropsychologists,active_learning,0.6900000000000001,0.7325581395348837,0.7070232558139535,92.0
69.0,63.0,5,25-1126.00,"Philosophy and Religion Teachers, Postsecondary",active_learning,0.6900000000000001,0.7325581395348837,0.7070232558139535,92.0
69.0,61.0,4,11-9161.00,Emergency Management Directors,active_learning,0.6900000000000001,0.7093023255813954,0.6977209302325582,92.0
69.0,61.0,5,17-2112.01,Human Factors Engineers and Ergonomists,active_learning,0.6900000000000001,0.7093023255813954,0.6977209302325582,92.0
69.0,61.0,5,21-1013.00,Marriage and Family Therapists,active_learning,0.6900000000000001,0.7093023255813954,0.6977209302325582,92.0
69.0,61.0,5,29-2091.00,Orthotists and Prosthetists,active_learning,0.6900000000000001,0.7093023255813954,0.6977209302325582,92.0
69.0,61.0,4,11-3131.00,Training and Development Managers,active_learning,0.6900000000000001,0.7093023255813954,0.6977209302325582,92.0
69.0,59.0,5,23-1021.00,"Administrative Law Judges, Adjudicators, and Hearing Officers",active_learning,0.6900000000000001,0.686046511627907,0.6884186046511629,92.0
69.0,59.0,4,53-2011.00,"Airline Pilots, Copilots, and Flight Engineers",active_learning,0.6900000000000001,0.686046511627907,0.6884186046511629,92.0
69.0,59.0,4,17-2061.00,Computer Hardware Engineers,active_learning,0.6900000000000001,0.686046511627907,0.6884186046511629,92.0
69.0,59.0,5,25-1063.00,"Economics Teachers, Postsecondary",active_learning,0.6900000000000001,0.686046511627907,0.6884186046511629,92.0
69.0,59.0,5,19-3011.00,Economists,active_learning,0.6900000000000001,0.686046511627907,0.6884186046511629,92.0
69.0,59.0,4,13-1041.01,Environmental Compliance Inspectors,active_learning,0.6900000000000001,0.686046511627907,0.6884186046511629,92.0
69.0,59.0,4,17-2081.00,Environmental Engineers,active_learning,0.6900000000000001,0.686046511627907,0.6884186046511629,92.0
69.0,59.0,5,23-1012.00,Judicial Law Clerks,active_learning,0.6900000000000001,0.686046511627907,0.6884186046511629,92.0
69.0,59.0,5,23-1011.00,Lawyers,active_learning,0.6900000000000001,0.686046511627907,0.6884186046511629,92.0
69.0,59.0,5,25-1022.00,"Mathematical Science Teachers, Postsecondary",active_learning,0.6900000000000001,0.686046511627907,0.6884186046511629,92.0
69.0,59.0,4,41-9031.00,Sales Engineers,active_learning,0.6900000000000001,0.686046511627907,0.6884186046511629,92.0
69.0,59.0,4,19-3099.01,Transportation Planners,active_learning,0.6900000000000001,0.686046511627907,0.6884186046511629,92.0
69.0,57.0,5,29-9091.00,Athletic Trainers,active_learning,0.6900000000000001,0.6627906976744186,0.6791162790697675,92.0
69.0,57.0,4,11-3111.00,Compensation and Benefits Managers,active_learning,0.6900000000000001,0.6627906976744186,0.6791162790697675,92.0
69.0,57.0,5,21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",active_learning,0.6900000000000001,0.6627906976744186,0.6791162790697675,92.0
69.0,57.0,4,19-2041.00,"Environmental Scientists and Specialists, Including Health",active_learning,0.6900000000000001,0.6627906976744186,0.6791162790697675,92.0
69.0,57.0,4,13-1041.03,Equal Opportunity Representatives and Officers,active_learning,0.6900000000000001,0.6627906976744186,0.6791162790697675,92.0
69.0,57.0,5,21-1022.00,Healthcare Social Workers,active_learning,0.6900000000000001,0.6627906976744186,0.6791162790697675,92.0
69.0,57.0,4,19-2032.00,Materials Scientists,active_learning,0.6900000000000001,0.6627906976744186,0.6791162790697675,92.0
69.0,57.0,5,21-1014.00,Mental Health Counselors,active_learning,0.6900000000000001,0.6627906976744186,0.6791162790697675,92.0
69.0,57.0,5,29-1023.00,Orthodontists,active_learning,0.6900000000000001,0.6627906976744186,0.6791162790697675,92.0
69.0,57.0,5,21-1011.00,Substance Abuse and Behavioral Disorder Counselors,active_learning,0.6900000000000001,0.6627906976744186,0.6791162790697675,92.0
69.0,55.0,5,29-1129.01,Art Therapists,active_learning,0.6900000000000001,0.6395348837209303,0.6698139534883721,92.0
69.0,55.0,5,11-1011.03,Chief Sustainability Officers,active_learning,0.6900000000000001,0.6395348837209303,0.6698139534883721,92.0
69.0,55.0,5,21-2011.00,Clergy,active_learning,0.6900000000000001,0.6395348837209303,0.6698139534883721,92.0
69.0,55.0,5,19-2041.01,Climate Change Policy Analysts,active_learning,0.6900000000000001,0.6395348837209303,0.6698139534883721,92.0
69.0,55.0,4,11-9199.02,Compliance Managers,active_learning,0.6900000000000001,0.6395348837209303,0.6698139534883721,92.0
69.0,55.0,5,29-1213.00,Dermatologists,active_learning,0.6900000000000001,0.6395348837209303,0.6698139534883721,92.0
69.0,55.0,4,25-2021.00,"Elementary School Teachers, Except Special Education",active_learning,0.6900000000000001,0.6395348837209303,0.6698139534883721,92.0
69.0,55.0,4,17-2199.03,"Energy Engineers, Except Wind and Solar",active_learning,0.6900000000000001,0.6395348837209303,0.6698139534883721,92.0
69.0,55.0,4,17-3025.00,Environmental Engineering Technologists and Technicians,active_learning,0.6900000000000001,0.6395348837209303,0.6698139534883721,92.0
69.0,55.0,5,13-2099.01,Financial Quantitative Analysts,active_learning,0.6900000000000001,0.6395348837209303,0.6698139534883721,92.0
69.0,55.0,5,11-3031.03,Investment Fund Managers,active_learning,0.6900000000000001,0.6395348837209303,0.6698139534883721,92.0
69.0,55.0,4,11-9081.00,Lodging Managers,active_learning,0.6900000000000001,0.6395348837209303,0.6698139534883721,92.0
69.0,55.0,5,29-1122.01,"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapists",active_learning,0.6900000000000001,0.6395348837209303,0.6698139534883721,92.0
69.0,55.0,5,29-1299.01,Naturopathic Physicians,active_learning,0.6900000000000001,0.6395348837209303,0.6698139534883721,92.0
69.0,55.0,4,17-2171.00,Petroleum Engineers,active_learning,0.6900000000000001,0.6395348837209303,0.6698139534883721,92.0
69.0,55.0,4,11-2022.00,Sales Managers,active_learning,0.6900000000000001,0.6395348837209303,0.6698139534883721,92.0
69.0,55.0,4,13-1161.01,Search Marketing Strategists,active_learning,0.6900000000000001,0.6395348837209303,0.6698139534883721,92.0
69.0,55.0,4,25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education",active_learning,0.6900000000000001,0.6395348837209303,0.6698139534883721,92.0
69.0,55.0,5,15-2041.00,Statisticians,active_learning,0.6900000000000001,0.6395348837209303,0.6698139534883721,92.0
69.0,54.0,3,53-2021.00,Air Traffic Controllers,active_learning,0.6900000000000001,0.627906976744186,0.6651627906976745,92.0
69.0,54.0,3,43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,active_learning,0.6900000000000001,0.627906976744186,0.6651627906976745,92.0
69.0,54.0,4,13-2099.04,"Fraud Examiners, Investigators and Analysts",active_learning,0.6900000000000001,0.627906976744186,0.6651627906976745,92.0
69.0,54.0,4,11-9199.08,Loss Prevention Managers,active_learning,0.6900000000000001,0.627906976744186,0.6651627906976745,92.0
69.0,54.0,4,27-3043.05,"Poets, Lyricists and Creative Writers",active_learning,0.6900000000000001,0.627906976744186,0.6651627906976745,92.0
69.0,54.0,4,11-3071.04,Supply Chain Managers,active_learning,0.6900000000000001,0.627906976744186,0.6651627906976745,92.0
69.0,48.0,3,33-3051.00,Police and Sheriff's Patrol Officers,active_learning,0.6900000000000001,0.5581395348837209,0.6372558139534884,92.0
69.0,46.0,3,27-1022.00,Fashion Designers,active_learning,0.6900000000000001,0.5348837209302325,0.6279534883720931,92.0
66.0,71.0,4,17-2199.07,Photonics Engineers,active_learning,0.66,0.8255813953488372,0.7262325581395349,92.0
66.0,64.0,4,17-2112.03,Manufacturing Engineers,active_learning,0.66,0.7441860465116279,0.6936744186046512,92.0
66.0,63.0,5,19-2043.00,Hydrologists,active_learning,0.66,0.7325581395348837,0.6890232558139535,92.0
66.0,63.0,5,25-1067.00,"Sociology Teachers, Postsecondary",active_learning,0.66,0.7325581395348837,0.6890232558139535,92.0
66.0,61.0,5,19-1029.01,Bioinformatics Scientists,active_learning,0.66,0.7093023255813954,0.6797209302325582,92.0
66.0,61.0,4,19-2031.00,Chemists,active_learning,0.66,0.7093023255813954,0.6797209302325582,92.0
66.0,61.0,5,29-1229.04,Physical Medicine and Rehabilitation Physicians,active_learning,0.66,0.7093023255813954,0.6797209302325582,92.0
66.0,61.0,4,11-3031.01,Treasurers and Controllers,active_learning,0.66,0.7093023255813954,0.6797209302325582,92.0
66.0,59.0,5,29-1211.00,Anesthesiologists,active_learning,0.66,0.686046511627907,0.6704186046511629,92.0
66.0,59.0,5,17-1011.00,"Architects, Except Landscape and Naval",active_learning,0.66,0.686046511627907,0.6704186046511629,92.0
66.0,59.0,3,15-1299.08,Computer Systems Engineers/Architects,active_learning,0.66,0.686046511627907,0.6704186046511629,92.0
66.0,59.0,5,29-1031.00,Dietitians and Nutritionists,active_learning,0.66,0.686046511627907,0.6704186046511629,92.0
66.0,59.0,5,25-1032.00,"Engineering Teachers, Postsecondary",active_learning,0.66,0.686046511627907,0.6704186046511629,92.0
66.0,59.0,5,25-1192.00,"Family and Consumer Sciences Teachers, Postsecondary",active_learning,0.66,0.686046511627907,0.6704186046511629,92.0
66.0,59.0,4,13-2061.00,Financial Examiners,active_learning,0.66,0.686046511627907,0.6704186046511629,92.0
66.0,59.0,4,19-3092.00,Geographers,active_learning,0.66,0.686046511627907,0.6704186046511629,92.0
66.0,59.0,5,29-1051.00,Pharmacists,active_learning,0.66,0.686046511627907,0.6704186046511629,92.0
66.0,59.0,4,11-3051.01,Quality Control Systems Managers,active_learning,0.66,0.686046511627907,0.6704186046511629,92.0
66.0,57.0,4,15-2051.02,Clinical Data Managers,active_learning,0.66,0.6627906976744186,0.6611162790697674,92.0
66.0,57.0,3,53-2012.00,Commercial Pilots,active_learning,0.66,0.6627906976744186,0.6611162790697674,92.0
66.0,57.0,3,15-1211.00,Computer Systems Analysts,active_learning,0.66,0.6627906976744186,0.6611162790697674,92.0
66.0,57.0,4,17-2141.01,Fuel Cell Engineers,active_learning,0.66,0.6627906976744186,0.6611162790697674,92.0
66.0,57.0,5,19-2041.03,Industrial Ecologists,active_learning,0.66,0.6627906976744186,0.6611162790697674,92.0
66.0,57.0,4,11-3051.00,Industrial Production Managers,active_learning,0.66,0.6627906976744186,0.6611162790697674,92.0
66.0,57.0,4,33-3021.06,Intelligence Analysts,active_learning,0.66,0.6627906976744186,0.6611162790697674,92.0
66.0,55.0,4,17-2011.00,Aerospace Engineers,active_learning,0.66,0.6395348837209303,0.6518139534883721,92.0
66.0,55.0,5,19-3034.00,School Psychologists,active_learning,0.66,0.6395348837209303,0.6518139534883721,92.0
66.0,54.0,4,11-1021.00,General and Operations Managers,active_learning,0.66,0.627906976744186,0.6471627906976745,92.0
66.0,54.0,4,41-9021.00,Real Estate Brokers,active_learning,0.66,0.627906976744186,0.6471627906976745,92.0
66.0,54.0,5,25-2051.00,"Special Education Teachers, Preschool",active_learning,0.66,0.627906976744186,0.6471627906976745,92.0
66.0,54.0,4,43-9111.00,Statistical Assistants,active_learning,0.66,0.627906976744186,0.6471627906976745,92.0
66.0,54.0,4,19-1023.00,Zoologists and Wildlife Biologists,active_learning,0.66,0.627906976744186,0.6471627906976745,92.0
66.0,52.0,4,21-1094.00,Community Health Workers,active_learning,0.66,0.6046511627906976,0.6378604651162791,92.0
66.0,52.0,4,13-2041.00,Credit Analysts,active_learning,0.66,0.6046511627906976,0.6378604651162791,92.0
66.0,52.0,3,11-3051.06,Hydroelectric Production Managers,active_learning,0.66,0.6046511627906976,0.6378604651162791,92.0
66.0,52.0,3,29-1126.00,Respiratory Therapists,active_learning,0.66,0.6046511627906976,0.6378604651162791,92.0
66.0,52.0,4,11-3013.01,Security Managers,active_learning,0.66,0.6046511627906976,0.6378604651162791,92.0
66.0,52.0,4,11-3071.00,"Transportation, Storage, and Distribution Managers",active_learning,0.66,0.6046511627906976,0.6378604651162791,92.0
66.0,50.0,4,13-2071.00,Credit Counselors,active_learning,0.66,0.5813953488372093,0.6285581395348838,92.0
66.0,50.0,3,25-3041.00,Tutors,active_learning,0.66,0.5813953488372093,0.6285581395348838,92.0
63.0,70.0,5,15-1221.00,Computer and Information Research Scientists,active_learning,0.63,0.813953488372093,0.7035813953488372,92.0
63.0,68.0,5,11-9121.00,Natural Sciences Managers,active_learning,0.63,0.7906976744186046,0.6942790697674419,92.0
63.0,61.0,4,17-2141.00,Mechanical Engineers,active_learning,0.63,0.7093023255813954,0.6617209302325582,92.0
63.0,59.0,5,25-4012.00,Curators,active_learning,0.63,0.686046511627907,0.6524186046511629,92.0
63.0,59.0,4,15-1242.00,Database Administrators,active_learning,0.63,0.686046511627907,0.6524186046511629,92.0
63.0,59.0,4,17-2151.00,"Mining and Geological Engineers, Including Mining Safety Engineers",active_learning,0.63,0.686046511627907,0.6524186046511629,92.0
63.0,59.0,4,29-1141.00,Registered Nurses,active_learning,0.63,0.686046511627907,0.6524186046511629,92.0
63.0,57.0,5,19-2041.02,Environmental Restoration Planners,active_learning,0.63,0.6627906976744186,0.6431162790697674,92.0
63.0,57.0,4,11-3031.00,Financial Managers,active_learning,0.63,0.6627906976744186,0.6431162790697674,92.0
