Importance,Level,Job Zone,Code,Occupation
44,34,2,49-9098.00,"Helpers--Installation, Maintenance, and Repair Workers"
44,34,3,47-2152.00,"Plumbers, Pipefitters, and Steamfitters"
44,34,2,49-3043.00,Rail Car Repairers
44,32,3,27-4011.00,Audio and Video Technicians
44,32,2,47-3013.00,Helpers--Electricians
44,30,2,51-8013.03,Biomass Plant Technicians
44,30,2,51-4033.00,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
44,29,2,51-4192.00,"Layout Workers, Metal and Plastic"
44,29,1,45-4022.00,Logging Equipment Operators
44,29,2,51-4051.00,Metal-Refining Furnace Operators and Tenders
44,29,2,53-4013.00,"Rail Yard Engineers, Dinkey Operators, and Hostlers"
41,41,3,27-4031.00,"Camera Operators, Television, Video, and Film"
41,41,2,51-9162.00,Computer Numerically Controlled Tool Programmers
41,39,4,15-1241.00,Computer Network Architects
41,39,4,17-2141.01,Fuel Cell Engineers
41,39,4,17-3026.01,Nanotechnology Engineering Technologists and Technicians
41,37,3,53-5021.00,"Captains, Mates, and Pilots of Water Vessels"
41,37,3,17-3023.00,Electrical and Electronic Engineering Technologists and Technicians
41,37,3,51-4041.00,Machinists
41,37,2,53-5022.00,Motorboat Operators
41,37,3,29-1124.00,Radiation Therapists
41,37,2,51-8031.00,Water and Wastewater Treatment Plant and System Operators
41,36,2,51-4021.00,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic"
41,36,3,51-9071.06,Gem and Diamond Workers
41,36,3,19-4051.00,Nuclear Technicians
41,36,2,51-9083.00,Ophthalmic Laboratory Technicians
41,36,2,47-5013.00,"Service Unit Operators, Oil and Gas"
41,36,2,51-2061.00,Timing Device Assemblers and Adjusters
41,34,3,17-3021.00,Aerospace Engineering and Operations Technologists and Technicians
41,34,1,45-4021.00,Fallers
41,34,2,17-3029.01,Non-Destructive Testing Specialists
41,34,2,51-4023.00,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic"
41,32,3,49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment"
41,32,2,51-6091.00,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers"
41,32,2,47-3016.00,Helpers--Roofers
41,32,3,29-2012.00,Medical and Clinical Laboratory Technicians
41,32,2,47-4061.00,Rail-Track Laying and Maintenance Equipment Operators
41,32,2,47-5012.00,"Rotary Drill Operators, Oil and Gas"
41,32,2,47-2211.00,Sheet Metal Workers
41,32,3,49-9064.00,Watch and Clock Repairers
41,30,2,47-2061.00,Construction Laborers
41,30,2,51-9032.00,"Cutting and Slicing Machine Setters, Operators, and Tenders"
41,30,2,51-4032.00,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
41,30,2,49-9051.00,Electrical Power-Line Installers and Repairers
41,30,2,51-9022.00,"Grinding and Polishing Workers, Hand"
41,30,3,47-4041.00,Hazardous Materials Removal Workers
41,30,2,51-4034.00,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
41,30,2,51-8013.00,Power Plant Operators
41,30,2,51-6093.00,Upholsterers
41,29,2,47-2021.00,Brickmasons and Blockmasons
41,29,2,47-4031.00,Fence Erectors
41,29,1,47-2151.00,Pipelayers
41,27,2,49-9045.00,"Refractory Materials Repairers, Except Brickmasons"
41,27,1,47-4071.00,Septic Tank Servicers and Sewer Pipe Cleaners
38,48,5,17-2199.09,Nanosystems Engineers
38,39,4,17-2061.00,Computer Hardware Engineers
38,39,4,15-1231.00,Computer Network Support Specialists
38,39,4,27-2012.05,Media Technical Directors/Managers
38,37,2,51-4191.00,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic"
38,37,4,17-2072.01,Radio Frequency Identification Device Specialists
38,36,4,19-2031.00,Chemists
38,36,3,45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers"
38,36,2,51-5112.00,Printing Press Operators
38,36,3,27-4014.00,Sound Engineering Technicians
38,34,2,47-5032.00,"Explosives Workers, Ordnance Handling Experts, and Blasters"
38,34,2,47-5044.00,"Loading and Moving Machine Operators, Underground Mining"
38,34,2,51-6042.00,Shoe Machine Operators and Tenders
38,34,3,51-8021.00,Stationary Engineers and Boiler Operators
38,32,2,51-8099.01,Biofuels Processing Technicians
38,32,2,51-2031.00,Engine and Other Machine Assemblers
38,32,4,17-3025.00,Environmental Engineering Technologists and Technicians
38,32,2,51-5113.00,Print Binding and Finishing Workers
38,32,3,15-1241.01,Telecommunications Engineering Specialists
38,30,2,49-9091.00,"Coin, Vending, and Amusement Machine Servicers and Repairers"
38,30,2,47-2071.00,"Paving, Surfacing, and Tamping Equipment Operators"
38,30,2,51-6062.00,"Textile Cutting Machine Setters, Operators, and Tenders"
38,29,1,45-2091.00,Agricultural Equipment Operators
38,29,2,47-2053.00,Terrazzo Workers and Finishers
38,27,2,51-8093.00,"Petroleum Pump System Operators, Refinery Operators, and Gaugers"
38,27,2,51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders
38,25,1,45-3031.00,Fishing and Hunting Workers
38,25,2,43-9071.00,"Office Machine Operators, Except Computer"
35,36,4,17-2199.05,Mechatronics Engineers
35,34,2,51-9081.00,Dental Laboratory Technicians
35,34,4,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers"
35,34,1,45-2092.00,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse"
35,34,2,51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
35,34,3,29-2055.00,Surgical Technologists
35,34,2,53-7121.00,"Tank Car, Truck, and Ship Loaders"
35,32,5,29-1071.01,Anesthesiologist Assistants
35,32,2,47-5041.00,Continuous Mining Machine Operators
35,32,2,51-7021.00,Furniture Finishers
35,32,2,51-9195.04,"Glass Blowers, Molders, Benders, and Finishers"
35,32,3,29-1126.00,Respiratory Therapists
35,32,3,11-9199.09,Wind Energy Operations Managers
35,30,2,51-9011.00,Chemical Equipment Operators and Tenders
35,30,5,29-1021.00,"Dentists, General"
35,30,2,31-9099.02,Endoscopy Technicians
35,30,2,51-9041.00,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders"
35,30,2,47-2073.00,Operating Engineers and Other Construction Equipment Operators
35,30,1,47-5071.00,"Roustabouts, Oil and Gas"
35,30,2,51-9141.00,Semiconductor Processing Technicians
35,30,2,47-4099.03,Weatherization Installers and Technicians
35,29,2,53-6031.00,Automotive and Watercraft Service Attendants
35,29,2,51-2023.00,Electromechanical Equipment Assemblers
35,29,2,47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters"
35,27,2,47-2081.00,Drywall and Ceiling Tile Installers
35,27,2,47-3011.00,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters"
35,27,3,51-4062.00,"Patternmakers, Metal and Plastic"
35,27,2,51-9012.00,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders"
35,25,2,51-9195.03,"Stone Cutters and Carvers, Manufacturing"
31,37,3,11-3051.02,Geothermal Production Managers
31,37,4,17-2121.00,Marine Engineers and Naval Architects
31,36,4,17-2141.00,Mechanical Engineers
31,36,4,17-2151.00,"Mining and Geological Engineers, Including Mining Safety Engineers"
31,34,5,19-1021.00,Biochemists and Biophysicists
31,34,3,15-1211.00,Computer Systems Analysts
31,34,2,51-8092.00,Gas Plant Operators
31,34,5,17-2199.06,Microsystems Engineers
31,32,2,51-9194.00,Etchers and Engravers
31,32,3,51-1011.00,First-Line Supervisors of Production and Operating Workers
31,32,5,29-2091.00,Orthotists and Prosthetists
31,32,2,51-9196.00,"Paper Goods Machine Setters, Operators, and Tenders"
31,32,3,27-4021.00,Photographers
31,32,3,47-1011.03,Solar Energy Installation Managers
31,30,4,11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers
31,30,3,25-1194.00,"Career/Technical Education Teachers, Postsecondary"
31,30,3,29-2032.00,Diagnostic Medical Sonographers
31,30,2,51-4035.00,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic"
31,30,2,53-7072.00,"Pump Operators, Except Wellhead Pumpers"
31,30,2,53-7073.00,Wellhead Pumpers
31,29,2,47-2041.00,Carpet Installers
31,29,4,19-4043.00,"Geological Technicians, Except Hydrologic Technicians"
31,29,2,51-4072.00,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic"
31,29,3,49-2098.00,Security and Fire Alarm Systems Installers
31,29,2,47-2022.00,Stonemasons
31,29,2,49-9052.00,Telecommunications Line Installers and Repairers
31,29,2,51-6063.00,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders"
31,29,2,51-6064.00,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders"
31,29,2,51-4121.00,"Welders, Cutters, Solderers, and Brazers"
31,27,2,53-7061.00,Cleaners of Vehicles and Equipment
31,27,3,11-3013.00,Facilities Managers
31,27,3,33-1021.00,First-Line Supervisors of Firefighting and Prevention Workers
31,27,2,47-2131.00,"Insulation Workers, Floor, Ceiling, and Wall"
31,27,2,51-9195.00,"Molders, Shapers, and Casters, Except Metal and Plastic"
31,27,3,29-2033.00,Nuclear Medicine Technologists
31,27,2,37-3012.00,"Pesticide Handlers, Sprayers, and Applicators, Vegetation"
31,27,5,29-1081.00,Podiatrists
31,27,2,53-7062.04,Recycling and Reclamation Workers
31,23,3,37-1012.00,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers"
31,23,1,47-3014.00,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons"
31,23,3,29-2034.00,Radiologic Technologists and Technicians
31,21,2,51-2022.00,Electrical and Electronic Equipment Assemblers
31,20,3,33-2022.00,Forest Fire Inspectors and Prevention Specialists
28,37,5,29-1181.00,Audiologists
28,36,3,29-2057.00,Ophthalmic Medical Technicians
28,34,2,51-9021.00,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders"
28,34,4,19-4099.03,Remote Sensing Technicians
28,32,2,47-2221.00,Structural Iron and Steel Workers
28,30,2,51-9191.00,Adhesive Bonding Machine Operators and Tenders
28,30,4,17-2071.00,Electrical Engineers
28,30,2,53-7071.00,Gas Compressor and Gas Pumping Station Operators
28,30,3,19-4012.01,Precision Agriculture Technicians
28,30,4,17-1022.00,Surveyors
28,30,2,51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders"
28,29,4,11-3051.04,Biomass Power Plant Managers
28,29,2,51-8091.00,Chemical Plant and System Operators
28,29,2,51-3091.00,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders"
28,29,2,45-4011.00,Forest and Conservation Workers
28,29,4,11-3051.00,Industrial Production Managers
28,29,2,51-9023.00,"Mixing and Blending Machine Setters, Operators, and Tenders"
28,29,2,39-3021.00,Motion Picture Projectionists
28,29,2,41-2022.00,Parts Salespersons
28,29,2,51-4193.00,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic"
28,29,2,47-2044.00,Tile and Stone Setters
28,29,3,29-2056.00,Veterinary Technologists and Technicians
28,27,3,35-1011.00,Chefs and Head Cooks
28,27,1,53-7011.00,Conveyor Operators and Tenders
28,27,3,19-4071.00,Forest and Conservation Technicians
28,27,2,53-3032.00,Heavy and Tractor-Trailer Truck Drivers
28,27,3,11-3051.06,Hydroelectric Production Managers
28,27,5,29-1022.00,Oral and Maxillofacial Surgeons
28,27,2,37-2021.00,Pest Control Workers
28,27,2,47-2072.00,Pile Driver Operators
28,25,1,47-2043.00,Floor Sanders and Finishers
28,25,2,47-2121.00,Glaziers
28,25,4,29-2011.04,Histotechnologists
28,25,1,37-3011.00,Landscaping and Groundskeeping Workers
28,25,3,51-5111.00,Prepress Technicians and Workers
28,23,1,47-2051.00,Cement Masons and Concrete Finishers
28,23,4,19-1032.00,Foresters
28,23,3,31-2021.00,Physical Therapist Assistants
28,23,1,47-2161.00,Plasterers and Stucco Masons
28,23,2,51-2041.00,Structural Metal Fabricators and Fitters
28,23,2,49-3093.00,Tire Repairers and Changers
28,21,3,15-1299.08,Computer Systems Engineers/Architects
28,21,2,51-2051.00,Fiberglass Laminators and Fabricators
28,20,3,51-7031.00,"Model Makers, Wood"
28,20,3,29-2081.00,"Opticians, Dispensing"
28,18,4,29-1141.01,Acute Care Nurses
28,Not available,4,15-1252.00,Software Developers
25,30,3,29-2031.00,Cardiovascular Technologists and Technicians
25,29,3,27-1012.00,Craft Artists
25,29,3,53-7021.00,Crane and Tower Operators
25,29,3,29-2092.00,Hearing Aid Specialists
25,29,3,29-2035.00,Magnetic Resonance Imaging Technologists
25,29,2,31-9093.00,Medical Equipment Preparers
25,29,2,47-4091.00,Segmental Pavers
25,29,2,53-6051.07,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation"
25,29,3,15-1254.00,Web Developers
25,27,3,19-4092.00,Forensic Science Technicians
25,27,4,17-1022.01,Geodetic Surveyors
25,27,4,17-2131.00,Materials Engineers
25,27,2,51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood"
25,27,4,17-2199.11,Solar Energy Systems Engineers
25,27,2,51-6052.00,"Tailors, Dressmakers, and Custom Sewers"
25,25,3,31-9091.00,Dental Assistants
25,25,3,47-4011.01,Energy Auditors
25,25,4,17-2111.02,Fire-Prevention and Protection Engineers
25,25,2,51-4022.00,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic"
25,25,2,51-9111.00,Packaging and Filling Machine Operators and Tenders
25,25,2,47-2171.00,Reinforcing Iron and Rebar Workers
25,25,1,47-5051.00,"Rock Splitters, Quarry"
25,25,2,53-4041.00,Subway and Streetcar Operators
25,23,2,51-4031.00,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic"
25,23,3,27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators"
25,23,3,17-3026.00,Industrial Engineering Technologists and Technicians
25,23,3,51-9071.00,Jewelers and Precious Stone and Metal Workers
25,23,2,51-4052.00,"Pourers and Casters, Metal"
25,23,5,29-1024.00,Prosthodontists
25,23,2,51-6041.00,Shoe and Leather Workers and Repairers
25,21,3,19-4012.00,Agricultural Technicians
25,21,2,51-4071.00,Foundry Mold and Coremakers
25,21,2,51-9198.00,Helpers--Production Workers
25,21,2,53-7051.00,Industrial Truck and Tractor Operators
25,21,3,37-2011.00,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners"
25,21,4,11-3013.01,Security Managers
25,21,2,51-2092.00,Team Assemblers
25,20,3,29-2012.01,Histology Technicians
25,20,1,51-3022.00,"Meat, Poultry, and Fish Cutters and Trimmers"
25,20,5,29-1023.00,Orthodontists
25,20,4,11-3051.01,Quality Control Systems Managers
25,18,2,51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers"
25,18,3,39-5091.00,"Makeup Artists, Theatrical and Performance"
25,18,3,53-6041.00,Traffic Technicians
25,16,2,37-1011.00,First-Line Supervisors of Housekeeping and Janitorial Workers
25,16,4,19-5011.00,Occupational Health and Safety Specialists
25,16,1,51-6021.00,"Pressers, Textile, Garment, and Related Materials"
25,16,2,47-2181.00,Roofers
25,14,2,53-3011.00,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians"
25,14,5,25-1054.00,"Physics Teachers, Postsecondary"
25,Not available,4,15-1299.05,Information Security Engineers
22,30,4,17-2041.00,Chemical Engineers
22,29,4,11-3021.00,Computer and Information Systems Managers
22,27,4,27-1021.00,Commercial and Industrial Designers
22,25,4,17-2021.00,Agricultural Engineers
22,25,4,17-2141.02,Automotive Engineers
22,25,5,15-1221.00,Computer and Information Research Scientists
22,25,3,15-1232.00,Computer User Support Specialists
22,23,2,53-1041.00,Aircraft Cargo Handling Supervisors
22,23,5,19-2043.00,Hydrologists
22,23,2,33-9093.00,Transportation Security Screeners
22,21,4,19-4021.00,Biological Technicians
22,21,4,15-2051.02,Clinical Data Managers
22,21,2,47-4051.00,Highway Maintenance Workers
22,21,5,19-1029.02,Molecular and Cellular Biologists
22,21,5,19-2012.00,Physicists
22,20,4,27-2022.00,Coaches and Scouts
22,20,3,29-2099.01,Neurodiagnostic Technologists
22,20,5,27-1027.00,Set and Exhibit Designers
22,18,3,39-5011.00,Barbers
22,18,2,51-9192.00,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders"
22,18,4,33-3031.00,Fish and Game Wardens
22,18,4,13-1081.01,Logistics Engineers
22,16,4,11-9179.01,Fitness and Wellness Coordinators
22,16,4,19-1012.00,Food Scientists and Technologists
22,16,3,19-4099.01,Quality Control Analysts
22,16,4,27-1014.00,Special Effects Artists and Animators
22,16,2,51-9197.00,Tire Builders
22,14,5,29-1129.01,Art Therapists
22,14,4,25-2032.00,"Career/Technical Education Teachers, Secondary School"
22,14,5,29-1241.00,"Ophthalmologists, Except Pediatric"
22,14,4,17-2171.00,Petroleum Engineers
22,14,4,41-9031.00,Sales Engineers
22,14,3,39-5094.00,Skincare Specialists
22,13,4,29-1141.00,Registered Nurses
22,Not available,4,13-1199.07,Security Management Specialists
19,21,5,15-1211.01,Health Informatics Specialists
19,20,5,29-2011.02,Cytotechnologists
19,20,4,19-4042.00,"Environmental Science and Protection Technicians, Including Health"
19,20,5,17-2112.01,Human Factors Engineers and Ergonomists
19,18,4,29-1128.00,Exercise Physiologists
19,18,4,27-4032.00,Film and Video Editors
19,18,2,43-5111.00,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping"
19,16,2,39-1013.00,First-Line Supervisors of Gambling Services Workers
19,16,2,53-1042.00,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand"
19,16,5,19-2042.00,"Geoscientists, Except Hydrologists and Geographers"
19,16,3,39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists"
19,16,2,53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand"
19,16,1,51-6011.00,Laundry and Dry-Cleaning Workers
19,16,2,33-3041.00,Parking Enforcement Workers
19,16,4,27-2012.00,Producers and Directors
19,16,4,15-1253.00,Software Quality Assurance Analysts and Testers
19,16,3,29-9093.00,Surgical Assistants
19,16,5,29-1131.00,Veterinarians
19,14,3,13-1041.06,Coroners
19,14,4,15-1212.00,Information Security Analysts
19,14,2,47-2132.00,"Insulation Workers, Mechanical"
19,14,2,53-3033.00,Light Truck Drivers
19,14,2,45-4023.00,Log Graders and Scalers
19,14,3,31-9097.00,Phlebotomists
19,14,4,17-2051.02,Water/Wastewater Engineers
19,13,3,35-2013.00,"Cooks, Private Household"
19,13,2,35-2014.00,"Cooks, Restaurant"
19,13,3,39-9031.00,Exercise Trainers and Group Fitness Instructors
19,13,2,11-9051.00,Food Service Managers
19,13,4,13-1121.00,"Meeting, Convention, and Event Planners"
19,13,4,19-1022.00,Microbiologists
19,13,4,17-2161.00,Nuclear Engineers
19,13,2,47-2141.00,"Painters, Construction and Maintenance"
19,13,5,29-1123.00,Physical Therapists
19,13,2,53-7081.00,Refuse and Recyclable Material Collectors
19,Not available,4,15-1299.01,Web Administrators
16,23,3,43-9031.00,Desktop Publishers
16,18,3,29-2099.05,Ophthalmic Medical Technologists
16,18,1,51-9123.00,"Painting, Coating, and Decorating Workers"
16,16,1,35-3023.01,Baristas
16,16,3,29-1292.00,Dental Hygienists
16,16,3,19-4013.00,Food Science Technicians
16,16,2,43-5041.00,"Meter Readers, Utilities"
16,14,3,39-4011.00,Embalmers
16,14,2,33-1091.00,First-Line Supervisors of Security Workers
16,14,2,41-2012.00,Gambling Change Persons and Booth Cashiers
16,14,3,31-9092.00,Medical Assistants
16,14,4,25-4013.00,Museum Technicians and Conservators
16,14,5,29-1224.00,Radiologists
16,14,2,53-3053.00,Shuttle Drivers and Chauffeurs
16,13,5,25-1052.00,"Chemistry Teachers, Postsecondary"
16,13,4,11-9021.00,Construction Managers
16,13,4,29-2011.01,Cytogenetic Technologists
16,13,3,53-1043.00,First-Line Supervisors of Material-Moving Machine and Vehicle Operators
16,13,2,47-2042.00,"Floor Layers, Except Carpet, Wood, and Hard Tiles"
16,13,2,51-3092.00,Food Batchmakers
16,13,2,53-7063.00,Machine Feeders and Offbearers
16,13,2,43-9051.00,"Mail Clerks and Mail Machine Operators, Except Postal Service"
16,13,2,47-2082.00,Tapers
16,11,3,17-3011.00,Architectural and Civil Drafters
16,11,5,19-2011.00,Astronomers
16,11,5,29-9091.00,Athletic Trainers
16,11,2,43-5011.00,Cargo and Freight Agents
16,11,2,41-2021.00,Counter and Rental Clerks
16,11,4,15-1243.00,Database Architects
16,11,3,17-3012.00,Electrical and Electronics Drafters
16,11,5,29-1216.00,General Internal Medicine Physicians
16,11,5,19-1042.00,"Medical Scientists, Except Epidemiologists"
16,11,4,29-1129.02,Music Therapists
16,11,5,29-1171.00,Nurse Practitioners
16,11,5,29-1222.00,"Physicians, Pathologists"
16,11,3,51-9195.05,"Potters, Manufacturing"
16,11,2,31-9096.00,Veterinary Assistants and Laboratory Animal Caretakers
16,9,5,29-1291.00,Acupuncturists
16,9,2,39-2021.00,Animal Caretakers
16,9,4,25-2023.00,"Career/Technical Education Teachers, Middle School"
16,9,2,51-2021.00,"Coil Winders, Tapers, and Finishers"
16,9,2,27-1023.00,Floral Designers
16,9,5,25-1071.00,"Health Specialties Teachers, Postsecondary"
16,9,2,53-7064.00,"Packers and Packagers, Hand"
16,9,4,41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products"
13,14,4,17-1021.00,Cartographers and Photogrammetrists
13,14,2,33-3012.00,Correctional Officers and Jailers
13,14,1,35-9021.00,Dishwashers
13,13,2,51-3021.00,Butchers and Meat Cutters
13,13,3,53-2012.00,Commercial Pilots
13,13,4,15-1242.00,Database Administrators
13,13,2,33-1012.00,First-Line Supervisors of Police and Detectives
13,13,2,51-9051.00,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders"
13,11,2,53-6011.00,Bridge and Lock Tenders
13,11,3,33-3021.00,Detectives and Criminal Investigators
13,11,2,43-5011.01,Freight Forwarders
13,11,2,53-4011.00,Locomotive Engineers
13,11,2,43-5031.00,Public Safety Telecommunicators
13,11,2,53-4022.00,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers"
13,11,1,51-6031.00,Sewing Machine Operators
13,9,2,51-3011.00,Bakers
13,9,5,15-2041.01,Biostatisticians
13,9,2,35-2012.00,"Cooks, Institution and Cafeteria"
13,9,4,29-1141.03,Critical Care Nurses
13,9,3,51-6092.00,Fabric and Apparel Patternmakers
