Importance,Level,Job Zone,Code,Occupation
69,57,3,39-4031.00,"Morticians, Undertakers, and Funeral Arrangers"
69,57,5,25-1072.00,"Nursing Instructors and Teachers, Postsecondary"
69,57,5,29-1241.00,"Ophthalmologists, Except Pediatric"
69,57,5,29-1229.04,Physical Medicine and Rehabilitation Physicians
69,57,4,11-2022.00,Sales Managers
69,55,5,29-1141.02,Advanced Practice Psychiatric Nurses
69,55,5,11-1011.03,Chief Sustainability Officers
69,55,4,21-1021.00,"Child, Family, and School Social Workers"
69,55,4,11-3021.00,Computer and Information Systems Managers
69,55,5,29-1031.00,Dietitians and Nutritionists
69,55,4,21-2021.00,"Directors, Religious Activities and Education"
69,55,4,11-9072.00,"Entertainment and Recreation Managers, Except Gambling"
69,55,4,17-2081.00,Environmental Engineers
69,55,5,25-9021.00,Farm and Home Management Educators
69,55,3,51-1011.00,First-Line Supervisors of Production and Operating Workers
69,55,4,13-1131.00,Fundraisers
69,55,5,29-1171.00,Nurse Practitioners
69,55,5,29-1122.00,Occupational Therapists
69,55,4,11-3061.00,Purchasing Managers
69,55,4,11-3051.01,Quality Control Systems Managers
69,55,2,53-4031.00,Railroad Conductors and Yardmasters
69,55,4,13-1199.07,Security Management Specialists
69,55,4,13-1151.00,Training and Development Specialists
69,55,4,11-3071.00,"Transportation, Storage, and Distribution Managers"
69,54,4,13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes"
69,54,5,21-2011.00,Clergy
69,54,4,11-9199.02,Compliance Managers
69,54,3,27-1022.00,Fashion Designers
69,54,3,45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers"
69,54,2,53-1042.00,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand"
69,54,3,37-1012.00,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers"
69,54,3,49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers"
69,54,3,33-2022.00,Forest Fire Inspectors and Prevention Specialists
69,54,4,11-2033.00,Fundraising Managers
69,54,4,27-1025.00,Interior Designers
69,54,4,17-1012.00,Landscape Architects
69,54,4,25-2022.00,"Middle School Teachers, Except Special and Career/Technical Education"
69,54,5,29-1217.00,Neurologists
69,54,2,43-5031.00,Public Safety Telecommunicators
69,54,3,47-1011.03,Solar Energy Installation Managers
69,52,3,11-3012.00,Administrative Services Managers
69,52,3,39-1022.00,First-Line Supervisors of Personal Service Workers
69,52,4,11-9179.01,Fitness and Wellness Coordinators
69,52,3,11-3051.02,Geothermal Production Managers
69,52,3,25-2011.00,"Preschool Teachers, Except Special Education"
69,52,3,41-9022.00,Real Estate Sales Agents
69,52,2,39-7012.00,Travel Guides
69,50,3,13-1041.06,Coroners
69,48,2,43-5011.01,Freight Forwarders
69,48,3,39-9041.00,Residential Advisors
69,48,4,21-1093.00,Social and Human Service Assistants
69,46,4,19-1023.00,Zoologists and Wildlife Biologists
69,43,4,25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education"
66,57,4,11-3051.03,Biofuels Production Managers
66,57,5,11-9033.00,"Education Administrators, Postsecondary"
66,55,4,27-1011.00,Art Directors
66,55,2,33-1091.00,First-Line Supervisors of Security Workers
66,55,2,47-2181.00,Roofers
66,55,5,29-1229.06,Sports Medicine Physicians
66,55,4,11-9199.10,Wind Energy Development Managers
66,55,3,11-9199.09,Wind Energy Operations Managers
66,54,4,53-2011.00,"Airline Pilots, Copilots, and Flight Engineers"
66,54,2,27-2021.00,Athletes and Sports Competitors
66,54,5,21-1012.00,"Educational, Guidance, and Career Counselors and Advisors"
66,54,3,11-3013.00,Facilities Managers
66,54,4,11-3031.00,Financial Managers
66,54,3,33-2011.00,Firefighters
66,54,3,33-1021.00,First-Line Supervisors of Firefighting and Prevention Workers
66,54,5,29-9099.01,Midwives
66,54,4,17-2161.00,Nuclear Engineers
66,54,4,17-2171.00,Petroleum Engineers
66,54,4,11-9141.00,"Property, Real Estate, and Community Association Managers"
66,54,4,21-1015.00,Rehabilitation Counselors
66,54,4,17-2051.01,Transportation Engineers
66,54,4,19-3099.01,Transportation Planners
66,52,4,21-1094.00,Community Health Workers
66,52,4,13-2061.00,Financial Examiners
66,52,4,13-2099.04,"Fraud Examiners, Investigators and Analysts"
66,52,4,11-9199.08,Loss Prevention Managers
66,52,3,33-3051.00,Police and Sheriff's Patrol Officers
66,52,5,19-3034.00,School Psychologists
66,50,4,19-2041.00,"Environmental Scientists and Specialists, Including Health"
66,50,5,29-1022.00,Oral and Maxillofacial Surgeons
66,48,4,41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products"
66,48,2,47-2221.00,Structural Iron and Steel Workers
66,46,2,53-2031.00,Flight Attendants
66,46,4,21-1091.00,Health Education Specialists
66,46,2,53-1042.01,Recycling Coordinators
63,59,4,11-2011.00,Advertising and Promotions Managers
63,57,5,17-1011.00,"Architects, Except Landscape and Naval"
63,57,5,19-3039.03,Clinical Neuropsychologists
63,55,5,25-2059.01,Adapted Physical Education Specialists
63,55,4,19-1032.00,Foresters
63,55,5,21-1011.00,Substance Abuse and Behavioral Disorder Counselors
63,54,4,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers"
63,54,5,15-1211.01,Health Informatics Specialists
63,54,3,11-3051.06,Hydroelectric Production Managers
63,54,4,11-2021.00,Marketing Managers
63,54,4,17-2151.00,"Mining and Geological Engineers, Including Mining Safety Engineers"
63,54,5,25-1113.00,"Social Work Teachers, Postsecondary"
63,52,4,17-2141.02,Automotive Engineers
63,52,4,15-1241.00,Computer Network Architects
63,52,2,41-1011.00,First-Line Supervisors of Retail Sales Workers
63,52,2,49-9095.00,Manufactured Building and Mobile Home Installers
63,52,4,19-1031.02,Range Managers
63,52,4,17-1022.00,Surveyors
63,50,2,53-1041.00,Aircraft Cargo Handling Supervisors
63,50,2,33-3012.00,Correctional Officers and Jailers
63,50,5,21-1013.00,Marriage and Family Therapists
63,50,4,11-9199.01,Regulatory Affairs Managers
63,50,5,27-1027.00,Set and Exhibit Designers
63,48,3,33-3021.00,Detectives and Criminal Investigators
63,48,5,23-1011.00,Lawyers
63,46,5,25-1041.00,"Agricultural Sciences Teachers, Postsecondary"
63,45,5,19-3033.00,Clinical and Counseling Psychologists
63,45,3,31-9092.00,Medical Assistants
63,45,2,39-9011.01,Nannies
63,45,3,25-9042.00,"Teaching Assistants, Preschool, Elementary, Middle, and Secondary School, Except Special Education"
63,43,2,39-6012.00,Concierges
60,57,5,11-9121.00,Natural Sciences Managers
60,55,4,17-2121.00,Marine Engineers and Naval Architects
60,55,5,29-1151.00,Nurse Anesthetists
60,55,5,29-1229.03,Urologists
60,54,4,27-2041.00,Music Directors and Composers
60,54,5,29-1051.00,Pharmacists
60,54,5,29-1081.00,Podiatrists
60,54,4,17-2199.08,Robotics Engineers
60,52,4,13-1075.00,Labor Relations Specialists
60,52,4,41-9031.00,Sales Engineers
60,52,4,11-3031.01,Treasurers and Controllers
60,50,5,29-1181.00,Audiologists
60,50,3,11-9171.00,Funeral Home Managers
60,50,5,29-1041.00,Optometrists
60,50,5,29-1221.00,"Pediatricians, General"
60,48,4,15-2051.02,Clinical Data Managers
60,48,3,33-3051.04,Customs and Border Protection Officers
60,48,3,13-1041.04,Government Property Inspectors and Investigators
60,48,4,27-3023.00,"News Analysts, Reporters, and Journalists"
60,46,4,25-2056.00,"Special Education Teachers, Elementary School"
60,46,3,29-9093.00,Surgical Assistants
60,46,5,19-3022.00,Survey Researchers
60,45,4,25-2023.00,"Career/Technical Education Teachers, Middle School"
60,45,2,39-1013.00,First-Line Supervisors of Gambling Services Workers
60,45,4,27-3043.00,Writers and Authors
60,43,3,43-6011.00,Executive Secretaries and Executive Administrative Assistants
60,43,3,31-2012.00,Occupational Therapy Aides
60,43,3,29-1126.00,Respiratory Therapists
56,57,5,29-1071.00,Physician Assistants
56,55,2,47-2031.00,Carpenters
56,55,5,29-1213.00,Dermatologists
56,55,5,19-2041.02,Environmental Restoration Planners
56,54,3,27-4031.00,"Camera Operators, Television, Video, and Film"
56,54,3,53-5021.00,"Captains, Mates, and Pilots of Water Vessels"
56,54,2,47-3016.00,Helpers--Roofers
56,54,5,29-1123.00,Physical Therapists
56,54,2,47-4091.00,Segmental Pavers
56,54,5,29-1127.00,Speech-Language Pathologists
56,54,5,19-3051.00,Urban and Regional Planners
56,52,2,31-1133.00,Psychiatric Aides
56,52,4,13-1161.01,Search Marketing Strategists
56,50,4,17-2011.00,Aerospace Engineers
56,50,3,53-2012.00,Commercial Pilots
56,50,2,37-1011.00,First-Line Supervisors of Housekeeping and Janitorial Workers
56,50,5,29-1216.00,General Internal Medicine Physicians
56,50,4,13-1081.01,Logistics Engineers
56,50,5,29-1224.00,Radiologists
56,50,5,25-2051.00,"Special Education Teachers, Preschool"
56,50,4,13-1199.05,Sustainability Specialists
56,48,4,11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers
56,48,4,33-3031.00,Fish and Game Wardens
56,48,4,29-1129.02,Music Therapists
56,48,5,19-3039.02,Neuropsychologists
56,48,2,47-5012.00,"Rotary Drill Operators, Oil and Gas"
56,48,4,27-2012.04,Talent Directors
56,48,2,33-9093.00,Transportation Security Screeners
56,46,4,13-2011.00,Accountants and Auditors
56,46,5,25-1061.00,"Anthropology and Archeology Teachers, Postsecondary"
56,46,5,29-1129.01,Art Therapists
56,46,4,17-2071.00,Electrical Engineers
56,46,4,17-3026.01,Nanotechnology Engineering Technologists and Technicians
56,46,3,29-2033.00,Nuclear Medicine Technologists
56,46,3,51-8011.00,Nuclear Power Reactor Operators
56,46,5,29-2091.00,Orthotists and Prosthetists
56,46,3,33-3052.00,Transit and Railroad Police
56,46,4,11-9121.02,Water Resource Specialists
56,45,5,25-1031.00,"Architecture Teachers, Postsecondary"
56,45,4,13-1031.00,"Claims Adjusters, Examiners, and Investigators"
56,45,3,49-9092.00,Commercial Divers
56,45,3,29-2032.00,Diagnostic Medical Sonographers
56,45,1,41-9091.00,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers"
56,45,3,29-2081.00,"Opticians, Dispensing"
56,45,3,29-1124.00,Radiation Therapists
53,55,5,29-1215.00,Family Medicine Physicians
53,55,4,13-1041.07,Regulatory Affairs Specialists
53,54,5,29-1211.00,Anesthesiologists
53,54,4,17-2051.00,Civil Engineers
53,54,5,25-4012.00,Curators
53,54,3,47-2111.00,Electricians
53,54,4,21-1092.00,Probation Officers and Correctional Treatment Specialists
53,54,2,47-2022.00,Stonemasons
53,52,4,27-1021.00,Commercial and Industrial Designers
53,52,4,29-1128.00,Exercise Physiologists
53,52,5,19-1029.02,Molecular and Cellular Biologists
53,52,4,17-2051.02,Water/Wastewater Engineers
53,50,5,29-1071.01,Anesthesiologist Assistants
53,50,4,11-3111.00,Compensation and Benefits Managers
53,50,2,47-5032.00,"Explosives Workers, Ordnance Handling Experts, and Blasters"
53,50,5,25-1071.00,"Health Specialties Teachers, Postsecondary"
53,50,2,47-4051.00,Highway Maintenance Workers
53,50,4,33-3021.06,Intelligence Analysts
53,50,5,29-1299.01,Naturopathic Physicians
53,50,3,29-2055.00,Surgical Technologists
53,50,5,29-1131.00,Veterinarians
53,50,4,15-1255.01,Video Game Designers
53,48,5,29-1011.00,Chiropractors
53,48,4,19-1031.00,Conservation Scientists
53,48,4,15-1243.01,Data Warehousing Specialists
53,48,4,29-2036.00,Medical Dosimetrists
53,48,4,17-2072.01,Radio Frequency Identification Device Specialists
53,48,4,19-4099.03,Remote Sensing Technicians
53,48,3,13-1022.00,"Wholesale and Retail Buyers, Except Farm Products"
53,46,4,41-3011.00,Advertising Sales Agents
53,46,5,19-3091.00,Anthropologists and Archeologists
53,46,1,47-2051.00,Cement Masons and Concrete Finishers
53,46,3,15-1211.00,Computer Systems Analysts
53,46,2,47-2061.00,Construction Laborers
53,46,2,49-9051.00,Electrical Power-Line Installers and Repairers
53,46,4,13-1041.03,Equal Opportunity Representatives and Officers
53,46,3,19-4071.00,Forest and Conservation Technicians
53,46,5,19-1029.03,Geneticists
53,46,5,19-2042.00,"Geoscientists, Except Hydrologists and Geographers"
53,46,2,47-5081.00,Helpers--Extraction Workers
53,46,5,25-1082.00,"Library Science Teachers, Postsecondary"
53,46,2,53-4013.00,"Rail Yard Engineers, Dinkey Operators, and Hostlers"
53,46,5,25-1193.00,"Recreation and Fitness Studies Teachers, Postsecondary"
53,46,2,47-2171.00,Reinforcing Iron and Rebar Workers
53,45,4,17-2021.00,Agricultural Engineers
53,45,5,19-1011.00,Animal Scientists
53,45,5,23-1022.00,"Arbitrators, Mediators, and Conciliators"
53,45,3,17-3011.00,Architectural and Civil Drafters
53,45,5,25-1121.00,"Art, Drama, and Music Teachers, Postsecondary"
53,45,5,19-2011.00,Astronomers
53,45,3,27-4011.00,Audio and Video Technicians
53,45,2,51-8099.01,Biofuels Processing Technicians
53,45,2,47-2021.00,Brickmasons and Blockmasons
53,45,4,13-1021.00,"Buyers and Purchasing Agents, Farm Products"
53,45,2,47-2041.00,Carpet Installers
53,45,4,13-1041.00,Compliance Officers
53,45,4,17-2061.00,Computer Hardware Engineers
53,45,4,13-1051.00,Cost Estimators
53,45,2,39-3092.00,Costume Attendants
53,45,4,13-2071.00,Credit Counselors
53,45,4,17-2111.02,Fire-Prevention and Protection Engineers
53,45,3,19-4013.00,Food Science Technicians
53,45,4,19-1012.00,Food Scientists and Technologists
53,45,3,19-4092.00,Forensic Science Technicians
53,45,4,27-1024.00,Graphic Designers
53,45,5,25-1125.00,"History Teachers, Postsecondary"
53,45,2,43-4081.00,"Hotel, Motel, and Resort Desk Clerks"
53,45,5,19-2043.00,Hydrologists
53,45,4,17-2112.00,Industrial Engineers
53,45,5,11-3031.03,Investment Fund Managers
53,45,3,19-4051.00,Nuclear Technicians
53,45,3,31-2011.00,Occupational Therapy Assistants
53,45,5,15-2031.00,Operations Research Analysts
53,45,3,29-2099.05,Ophthalmic Medical Technologists
53,45,4,19-1031.03,Park Naturalists
53,45,3,31-2021.00,Physical Therapist Assistants
53,45,5,25-1054.00,"Physics Teachers, Postsecondary"
53,45,3,29-2034.00,Radiologic Technologists and Technicians
53,45,2,47-4061.00,Rail-Track Laying and Maintenance Equipment Operators
53,45,2,33-9099.02,Retail Loss Prevention Specialists
53,45,2,49-9096.00,Riggers
53,45,4,41-4012.00,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products"
53,45,2,47-2211.00,Sheet Metal Workers
53,45,5,19-3041.00,Sociologists
53,45,3,27-4014.00,Sound Engineering Technicians
53,45,3,51-8021.00,Stationary Engineers and Boiler Operators
53,45,4,53-6051.00,Transportation Inspectors
53,43,5,29-1291.00,Acupuncturists
53,43,2,45-2011.00,Agricultural Inspectors
53,43,5,29-9091.00,Athletic Trainers
53,43,2,35-3011.00,Bartenders
53,43,3,25-1194.00,"Career/Technical Education Teachers, Postsecondary"
53,43,2,39-9011.00,Childcare Workers
53,43,3,43-4061.00,"Eligibility Interviewers, Government Programs"
53,43,5,25-1032.00,"Engineering Teachers, Postsecondary"
53,43,5,25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary"
53,43,3,39-5091.00,"Makeup Artists, Theatrical and Performance"
53,43,3,31-1131.00,Nursing Assistants
53,43,2,37-2021.00,Pest Control Workers
53,43,3,31-9097.00,Phlebotomists
53,43,2,31-2022.00,Physical Therapist Aides
53,43,5,25-1065.00,"Political Science Teachers, Postsecondary"
53,43,5,25-1066.00,"Psychology Teachers, Postsecondary"
53,43,2,43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks
53,43,2,33-9032.00,Security Guards
53,43,5,25-9044.00,"Teaching Assistants, Postsecondary"
53,43,3,25-9043.00,"Teaching Assistants, Special Education"
53,43,3,29-2056.00,Veterinary Technologists and Technicians
53,41,3,43-4141.00,New Accounts Clerks
53,41,2,31-1122.00,Personal Care Aides
53,41,2,43-3061.00,Procurement Clerks
53,41,4,41-9021.00,Real Estate Brokers
53,41,2,43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive"
53,41,3,41-3041.00,Travel Agents
53,39,1,45-3031.00,Fishing and Hunting Workers
53,39,2,43-9041.00,Insurance Claims and Policy Processing Clerks
53,39,2,43-6013.00,Medical Secretaries and Administrative Assistants
53,37,2,35-3031.00,Waiters and Waitresses
50,54,5,15-1221.00,Computer and Information Research Scientists
50,54,3,27-2031.00,Dancers
50,52,4,17-2041.00,Chemical Engineers
50,52,3,33-2021.00,Fire Inspectors and Investigators
50,52,4,17-2112.03,Manufacturing Engineers
50,50,5,29-1229.01,Allergists and Immunologists
50,50,5,19-1029.01,Bioinformatics Scientists
50,50,4,13-1071.00,Human Resources Specialists
50,50,5,21-1014.00,Mental Health Counselors
50,50,4,19-1022.00,Microbiologists
50,50,2,49-9044.00,Millwrights
50,50,5,29-1222.00,"Physicians, Pathologists"
50,50,2,47-5043.00,"Roof Bolters, Mining"
50,50,4,17-2199.10,Wind Energy Engineers
50,48,4,25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors"
50,48,4,17-2031.00,Bioengineers and Biomedical Engineers
50,48,4,27-3011.00,Broadcast Announcers and Radio Disc Jockeys
50,48,1,47-5011.00,"Derrick Operators, Oil and Gas"
50,48,4,27-3041.00,Editors
50,48,4,17-2199.03,"Energy Engineers, Except Wind and Solar"
50,48,2,13-1074.00,Farm Labor Contractors
50,48,5,25-1064.00,"Geography Teachers, Postsecondary"
50,48,4,17-2111.00,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors"
50,48,2,53-7041.00,Hoist and Winch Operators
50,48,4,17-2141.00,Mechanical Engineers
50,48,2,53-5022.00,Motorboat Operators
50,48,5,17-2199.09,Nanosystems Engineers
50,48,5,19-2012.00,Physicists
50,48,4,17-2199.11,Solar Energy Systems Engineers
50,48,3,15-1241.01,Telecommunications Engineering Specialists
50,46,2,41-9011.00,Demonstrators and Product Promoters
50,46,5,25-1053.00,"Environmental Science Teachers, Postsecondary"
50,46,2,45-4011.00,Forest and Conservation Workers
50,46,4,15-1299.05,Information Security Engineers
50,46,5,23-1023.00,"Judges, Magistrate Judges, and Magistrates"
50,46,4,17-2131.00,Materials Engineers
50,46,3,51-8012.00,Power Distributors and Dispatchers
50,46,3,49-2021.00,"Radio, Cellular, and Tower Equipment Installers and Repairers"
50,46,2,51-2092.00,Team Assemblers
50,46,4,15-1299.01,Web Administrators
50,46,3,49-9081.00,Wind Turbine Service Technicians
50,45,4,19-2021.00,Atmospheric and Space Scientists
50,45,5,25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary"
50,45,3,49-2091.00,Avionics Technicians
50,45,5,19-1021.00,Biochemists and Biophysicists
50,45,2,51-9011.00,Chemical Equipment Operators and Tenders
50,45,4,13-1141.00,"Compensation, Benefits, and Job Analysis Specialists"
50,45,5,25-1021.00,"Computer Science Teachers, Postsecondary"
50,45,3,15-1299.08,Computer Systems Engineers/Architects
50,45,2,35-2012.00,"Cooks, Institution and Cafeteria"
50,45,3,13-1041.08,Customs Brokers
50,45,4,15-1242.00,Database Administrators
50,45,4,15-1243.00,Database Architects
50,45,3,29-2051.00,Dietetic Technicians
50,45,2,53-7031.00,Dredge Operators
50,45,4,17-2072.00,"Electronics Engineers, Except Computer"
50,45,5,25-1123.00,"English Language and Literature Teachers, Postsecondary"
50,45,2,47-5022.00,"Excavating and Loading Machine and Dragline Operators, Surface Mining"
50,45,2,47-4031.00,Fence Erectors
50,45,2,51-8092.00,Gas Plant Operators
50,45,2,49-9099.01,Geothermal Technicians
50,45,3,49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers"
50,45,2,47-3011.00,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters"
50,45,2,47-3012.00,Helpers--Carpenters
50,45,5,17-2112.01,Human Factors Engineers and Ergonomists
50,45,4,13-1081.02,Logistics Analysts
50,45,5,29-1122.01,"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapists"
50,45,4,13-1161.00,Market Research Analysts and Marketing Specialists
50,45,3,17-3027.00,Mechanical Engineering Technologists and Technicians
50,45,3,27-1026.00,Merchandise Displayers and Window Trimmers
50,45,5,17-2199.06,Microsystems Engineers
50,45,4,25-4013.00,Museum Technicians and Conservators
50,45,4,27-2042.00,Musicians and Singers
50,45,4,19-5011.00,Occupational Health and Safety Specialists
50,45,2,47-2071.00,"Paving, Surfacing, and Tamping Equipment Operators"
50,45,4,17-2199.07,Photonics Engineers
50,45,2,47-2072.00,Pile Driver Operators
50,45,2,53-4022.00,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers"
50,45,3,17-3024.01,Robotics Technicians
50,45,4,15-1252.00,Software Developers
50,45,3,41-4011.07,Solar Sales Representatives and Assessors
50,45,3,17-3031.00,Surveying and Mapping Technicians
50,45,2,47-2053.00,Terrazzo Workers and Finishers
50,45,2,37-3013.00,Tree Trimmers and Pruners
50,45,4,17-2112.02,Validation Engineers
50,43,4,15-2011.00,Actuaries
50,43,2,51-9191.00,Adhesive Bonding Machine Operators and Tenders
50,43,3,19-4012.00,Agricultural Technicians
50,43,2,33-9011.00,Animal Control Workers
50,43,2,39-2011.00,Animal Trainers
50,43,5,25-1062.00,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary"
50,43,3,17-3027.01,Automotive Engineering Technicians
50,43,5,19-1029.04,Biologists
50,43,5,15-2041.01,Biostatisticians
50,43,2,53-6011.00,Bridge and Lock Tenders
50,43,3,27-4012.00,Broadcast Technicians
50,43,4,15-2051.01,Business Intelligence Analysts
50,43,5,25-1011.00,"Business Teachers, Postsecondary"
50,43,3,29-2031.00,Cardiovascular Technologists and Technicians
50,43,2,43-5011.00,Cargo and Freight Agents
50,43,4,17-1021.00,Cartographers and Photogrammetrists
50,43,3,19-4031.00,Chemical Technicians
50,43,5,25-1052.00,"Chemistry Teachers, Postsecondary"
50,43,4,19-2031.00,Chemists
50,43,3,17-3022.00,Civil Engineering Technologists and Technicians
50,43,5,19-2041.01,Climate Change Policy Analysts
50,43,5,25-1122.00,"Communications Teachers, Postsecondary"
50,43,3,49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door"
50,43,2,35-2015.00,"Cooks, Short Order"
50,43,2,41-2021.00,Counter and Rental Clerks
50,43,2,43-4031.00,"Court, Municipal, and License Clerks"
50,43,2,51-9021.00,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders"
50,43,2,51-9032.00,"Cutting and Slicing Machine Setters, Operators, and Tenders"
50,43,4,29-2011.01,Cytogenetic Technologists
50,43,3,29-1292.00,Dental Hygienists
50,43,4,15-1299.03,Document Management Specialists
50,43,2,47-5023.00,"Earth Drillers, Except Oil and Gas"
50,43,5,19-3011.00,Economists
50,43,5,25-1081.00,"Education Teachers, Postsecondary"
50,43,3,17-3012.00,Electrical and Electronics Drafters
50,43,3,49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment"
50,43,3,17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technicians
50,43,3,49-2096.00,"Electronic Equipment Installers and Repairers, Motor Vehicles"
50,43,3,47-4021.00,Elevator and Escalator Installers and Repairers
50,43,3,39-4011.00,Embalmers
50,43,2,31-9099.02,Endoscopy Technicians
50,43,3,47-4011.01,Energy Auditors
50,43,4,13-1041.01,Environmental Compliance Inspectors
50,43,5,19-3011.01,Environmental Economists
50,43,4,17-3025.00,Environmental Engineering Technologists and Technicians
50,43,4,19-4042.00,"Environmental Science and Protection Technicians, Including Health"
50,43,3,39-9031.00,Exercise Trainers and Group Fitness Instructors
50,43,2,51-4021.00,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic"
50,43,2,51-6091.00,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers"
50,43,5,25-1192.00,"Family and Consumer Sciences Teachers, Postsecondary"
50,43,2,45-2093.00,"Farmworkers, Farm, Ranch, and Aquacultural Animals"
50,43,4,27-4032.00,Film and Video Editors
50,43,5,13-2099.01,Financial Quantitative Analysts
