Importance,Level,Job Zone,Code,Occupation
28,21,4,13-1031.00,"Claims Adjusters, Examiners, and Investigators"
28,20,4,17-2071.00,Electrical Engineers
28,20,4,27-1024.00,Graphic Designers
28,20,3,11-3051.06,Hydroelectric Production Managers
28,18,3,49-2011.00,"Computer, Automated Teller, and Office Machine Repairers"
28,18,3,51-4062.00,"Patternmakers, Metal and Plastic"
28,Not available,4,17-2011.00,Aerospace Engineers
28,Not available,5,19-1029.01,Bioinformatics Scientists
28,Not available,4,17-2199.10,Wind Energy Engineers
25,34,4,19-2041.00,"Environmental Scientists and Specialists, Including Health"
25,29,5,19-2041.03,Industrial Ecologists
25,27,4,17-2021.00,Agricultural Engineers
25,25,4,13-2011.00,Accountants and Auditors
25,25,4,19-2021.00,Atmospheric and Space Scientists
25,25,3,43-4011.00,Brokerage Clerks
25,25,4,13-1081.02,Logistics Analysts
25,25,4,29-2011.00,Medical and Clinical Laboratory Technologists
25,23,5,25-1032.00,"Engineering Teachers, Postsecondary"
25,23,3,19-4071.00,Forest and Conservation Technicians
25,23,5,19-2042.00,"Geoscientists, Except Hydrologists and Geographers"
25,23,5,19-1042.00,"Medical Scientists, Except Epidemiologists"
25,23,3,49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers"
25,20,4,11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers
25,20,5,25-1064.00,"Geography Teachers, Postsecondary"
25,20,4,11-3121.00,Human Resources Managers
25,20,5,25-4022.00,Librarians and Media Collections Specialists
25,20,3,17-3027.00,Mechanical Engineering Technologists and Technicians
25,20,4,11-9111.00,Medical and Health Services Managers
25,20,3,49-9062.00,Medical Equipment Repairers
25,18,3,27-4011.00,Audio and Video Technicians
25,18,4,13-1199.04,Business Continuity Planners
25,18,4,17-2199.03,"Energy Engineers, Except Wind and Solar"
25,18,3,51-6092.00,Fabric and Apparel Patternmakers
25,18,3,51-4061.00,"Model Makers, Metal and Plastic"
25,18,3,51-8011.00,Nuclear Power Reactor Operators
25,18,3,49-2021.00,"Radio, Cellular, and Tower Equipment Installers and Repairers"
25,18,3,53-6041.00,Traffic Technicians
25,16,5,19-1011.00,Animal Scientists
25,16,3,43-3021.00,Billing and Posting Clerks
25,14,5,29-2011.02,Cytotechnologists
25,14,4,41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products"
25,13,3,49-9097.00,Signal and Track Switch Repairers
25,Not available,4,29-2036.00,Medical Dosimetrists
22,36,4,17-2112.03,Manufacturing Engineers
22,30,4,17-2051.01,Transportation Engineers
22,27,4,17-2051.00,Civil Engineers
22,27,4,19-1022.00,Microbiologists
22,25,4,19-4021.00,Biological Technicians
22,25,5,19-3011.01,Environmental Economists
22,25,4,13-1081.00,Logisticians
22,25,4,17-2131.00,Materials Engineers
22,25,5,29-1222.00,"Physicians, Pathologists"
22,23,3,17-3026.00,Industrial Engineering Technologists and Technicians
22,23,5,11-9121.00,Natural Sciences Managers
22,21,4,27-1021.00,Commercial and Industrial Designers
22,21,4,13-1041.03,Equal Opportunity Representatives and Officers
22,21,4,41-3031.00,"Securities, Commodities, and Financial Services Sales Agents"
22,21,4,11-9121.02,Water Resource Specialists
22,20,3,13-1041.08,Customs Brokers
22,20,5,25-1063.00,"Economics Teachers, Postsecondary"
22,20,4,17-2111.00,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors"
22,20,5,19-3039.02,Neuropsychologists
22,20,4,13-1041.07,Regulatory Affairs Specialists
22,20,4,41-9031.00,Sales Engineers
22,18,5,17-1011.00,"Architects, Except Landscape and Naval"
22,18,5,25-1011.00,"Business Teachers, Postsecondary"
22,18,5,19-2041.01,Climate Change Policy Analysts
22,18,4,19-1031.00,Conservation Scientists
22,18,3,17-3023.00,Electrical and Electronic Engineering Technologists and Technicians
22,18,3,43-6011.00,Executive Secretaries and Executive Administrative Assistants
22,18,4,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers"
22,18,2,39-1013.00,First-Line Supervisors of Gambling Services Workers
22,18,3,11-3051.02,Geothermal Production Managers
22,18,4,13-1111.00,Management Analysts
22,18,4,11-2021.00,Marketing Managers
22,18,4,11-3061.00,Purchasing Managers
22,18,4,11-3051.01,Quality Control Systems Managers
22,18,5,29-1229.06,Sports Medicine Physicians
22,18,3,11-9199.09,Wind Energy Operations Managers
22,16,4,41-3011.00,Advertising Sales Agents
22,16,5,11-9041.00,Architectural and Engineering Managers
22,16,3,49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists
22,16,3,53-5021.00,"Captains, Mates, and Pilots of Water Vessels"
22,16,4,17-1021.00,Cartographers and Photogrammetrists
22,16,5,25-1052.00,"Chemistry Teachers, Postsecondary"
22,16,5,11-1011.03,Chief Sustainability Officers
22,16,5,29-1213.00,Dermatologists
22,16,3,49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay"
22,16,3,49-2096.00,"Electronic Equipment Installers and Repairers, Motor Vehicles"
22,16,4,19-4042.00,"Environmental Science and Protection Technicians, Including Health"
22,16,4,29-1128.00,Exercise Physiologists
22,16,3,49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers"
22,16,5,25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary"
22,16,5,19-1029.03,Geneticists
22,16,4,19-3092.00,Geographers
22,16,2,49-9099.01,Geothermal Technicians
22,16,4,17-2112.00,Industrial Engineers
22,16,3,43-4111.00,"Interviewers, Except Eligibility and Loan"
22,16,2,51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
22,16,4,27-2041.00,Music Directors and Composers
22,16,4,17-2161.00,Nuclear Engineers
22,16,5,25-1072.00,"Nursing Instructors and Teachers, Postsecondary"
22,16,4,19-5011.00,Occupational Health and Safety Specialists
22,16,5,29-1041.00,Optometrists
22,16,4,17-2171.00,Petroleum Engineers
22,16,5,29-1071.00,Physician Assistants
22,16,5,25-1054.00,"Physics Teachers, Postsecondary"
22,16,4,19-1023.00,Zoologists and Wildlife Biologists
22,14,5,25-1031.00,"Architecture Teachers, Postsecondary"
22,14,5,25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary"
22,14,3,17-3022.00,Civil Engineering Technologists and Technicians
22,14,2,51-9032.00,"Cutting and Slicing Machine Setters, Operators, and Tenders"
22,14,3,43-1011.00,First-Line Supervisors of Office and Administrative Support Workers
22,14,4,11-2033.00,Fundraising Managers
22,14,4,27-1025.00,Interior Designers
22,14,2,51-4034.00,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
22,14,4,19-2032.00,Materials Scientists
22,14,3,29-2012.00,Medical and Clinical Laboratory Technicians
22,14,5,21-1023.00,Mental Health and Substance Abuse Social Workers
22,14,3,19-5012.00,Occupational Health and Safety Technicians
22,14,5,29-1241.00,"Ophthalmologists, Except Pediatric"
22,14,3,43-3051.00,Payroll and Timekeeping Clerks
22,14,2,51-8093.00,"Petroleum Pump System Operators, Refinery Operators, and Gaugers"
22,14,2,43-5061.00,"Production, Planning, and Expediting Clerks"
22,14,5,25-1066.00,"Psychology Teachers, Postsecondary"
22,14,2,43-5031.00,Public Safety Telecommunicators
22,14,2,39-7012.00,Travel Guides
22,14,4,17-2112.02,Validation Engineers
22,13,5,29-1129.01,Art Therapists
22,13,2,43-5041.00,"Meter Readers, Utilities"
22,13,4,11-9199.01,Regulatory Affairs Managers
22,13,2,43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks
22,Not available,4,11-3031.00,Financial Managers
19,21,3,49-9041.00,Industrial Machinery Mechanics
19,20,4,33-3021.06,Intelligence Analysts
19,20,5,19-3051.00,Urban and Regional Planners
19,18,3,49-9061.00,Camera and Photographic Equipment Repairers
19,18,5,29-1214.00,Emergency Medicine Physicians
19,18,3,13-1041.04,Government Property Inspectors and Investigators
19,18,4,29-2011.04,Histotechnologists
19,18,3,51-8013.04,Hydroelectric Plant Technicians
19,18,4,11-9199.10,Wind Energy Development Managers
19,16,3,33-3021.00,Detectives and Criminal Investigators
19,16,3,43-4131.00,Loan Interviewers and Clerks
19,16,3,51-4041.00,Machinists
19,16,4,27-2012.05,Media Technical Directors/Managers
19,16,3,29-1124.00,Radiation Therapists
19,16,4,11-3071.00,"Transportation, Storage, and Distribution Managers"
19,16,2,43-5111.00,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping"
19,16,2,51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing"
19,14,5,25-1062.00,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary"
19,14,5,29-1181.00,Audiologists
19,14,2,51-8091.00,Chemical Plant and System Operators
19,14,5,11-1011.00,Chief Executives
19,14,5,19-3039.03,Clinical Neuropsychologists
19,14,5,25-4012.00,Curators
19,14,2,43-9021.00,Data Entry Keyers
19,14,5,29-1031.00,Dietitians and Nutritionists
19,14,4,21-2021.00,"Directors, Religious Activities and Education"
19,14,2,41-1011.00,First-Line Supervisors of Retail Sales Workers
19,14,4,13-2099.04,"Fraud Examiners, Investigators and Analysts"
19,14,5,29-1122.00,Occupational Therapists
19,14,3,31-2021.00,Physical Therapist Assistants
19,14,3,33-9021.00,Private Detectives and Investigators
19,14,3,29-2034.00,Radiologic Technologists and Technicians
19,14,5,25-1113.00,"Social Work Teachers, Postsecondary"
19,14,5,25-2051.00,"Special Education Teachers, Preschool"
19,14,5,21-1011.00,Substance Abuse and Behavioral Disorder Counselors
19,14,5,25-9044.00,"Teaching Assistants, Postsecondary"
19,13,5,25-1041.00,"Agricultural Sciences Teachers, Postsecondary"
19,13,4,13-2031.00,Budget Analysts
19,13,4,11-3111.00,Compensation and Benefits Managers
19,13,4,11-9199.02,Compliance Managers
19,13,2,43-4031.00,"Court, Municipal, and License Clerks"
19,13,4,29-1141.03,Critical Care Nurses
19,13,3,49-2092.00,"Electric Motor, Power Tool, and Related Repairers"
19,13,3,33-1021.00,First-Line Supervisors of Firefighting and Prevention Workers
19,13,5,25-1124.00,"Foreign Language and Literature Teachers, Postsecondary"
19,13,2,11-9071.00,Gambling Managers
19,13,5,29-1216.00,General Internal Medicine Physicians
19,13,2,51-4191.00,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic"
19,13,2,43-4081.00,"Hotel, Motel, and Resort Desk Clerks"
19,13,5,25-1022.00,"Mathematical Science Teachers, Postsecondary"
19,13,5,29-1217.00,Neurologists
19,13,2,43-9071.00,"Office Machine Operators, Except Computer"
19,13,3,23-2011.00,Paralegals and Legal Assistants
19,13,3,29-2099.08,Patient Representatives
19,13,5,29-1229.04,Physical Medicine and Rehabilitation Physicians
19,13,2,11-9131.00,Postmasters and Mail Superintendents
19,13,2,51-8013.00,Power Plant Operators
19,13,3,51-5111.00,Prepress Technicians and Workers
19,13,4,27-2012.00,Producers and Directors
19,13,5,29-1024.00,Prosthodontists
19,13,3,49-2098.00,Security and Fire Alarm Systems Installers
19,13,2,47-5013.00,"Service Unit Operators, Oil and Gas"
19,13,5,27-1027.00,Set and Exhibit Designers
19,13,4,11-9151.00,Social and Community Service Managers
19,13,3,27-4014.00,Sound Engineering Technicians
19,13,3,13-1022.00,"Wholesale and Retail Buyers, Except Farm Products"
19,13,2,43-9022.00,Word Processors and Typists
19,11,4,11-2011.00,Advertising and Promotions Managers
19,11,3,53-2021.00,Air Traffic Controllers
19,11,2,49-3021.00,Automotive Body and Related Repairers
19,11,2,51-8013.03,Biomass Plant Technicians
19,11,4,25-2023.00,"Career/Technical Education Teachers, Middle School"
19,11,2,51-9193.00,Cooling and Freezing Equipment Operators and Tenders
19,11,4,25-2021.00,"Elementary School Teachers, Except Special Education"
19,11,2,51-2031.00,Engine and Other Machine Assemblers
19,11,5,25-1192.00,"Family and Consumer Sciences Teachers, Postsecondary"
19,11,2,51-4033.00,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
19,11,3,43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping"
19,11,4,41-3021.00,Insurance Sales Agents
19,11,5,25-1112.00,"Law Teachers, Postsecondary"
19,11,5,25-1082.00,"Library Science Teachers, Postsecondary"
19,11,3,29-2035.00,Magnetic Resonance Imaging Technologists
19,11,3,49-9043.00,"Maintenance Workers, Machinery"
19,11,2,49-9044.00,Millwrights
19,11,2,51-9083.00,Ophthalmic Laboratory Technicians
19,11,5,29-1299.02,Orthoptists
19,11,5,25-1126.00,"Philosophy and Religion Teachers, Postsecondary"
19,11,4,27-3043.05,"Poets, Lyricists and Creative Writers"
19,11,2,53-7072.00,"Pump Operators, Except Wellhead Pumpers"
19,11,3,19-4099.01,Quality Control Analysts
19,11,5,19-3034.00,School Psychologists
19,11,3,25-3021.00,Self-Enrichment Teachers
19,11,2,51-9012.00,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders"
19,11,5,19-3041.00,Sociologists
19,11,2,51-6062.00,"Textile Cutting Machine Setters, Operators, and Tenders"
19,11,3,41-3041.00,Travel Agents
19,11,3,29-2056.00,Veterinary Technologists and Technicians
19,Not available,5,11-3031.03,Investment Fund Managers
16,18,3,49-2097.00,Audiovisual Equipment Installers and Repairers
16,18,4,19-4043.00,"Geological Technicians, Except Hydrologic Technicians"
16,16,4,13-2022.00,Appraisers of Personal and Business Property
16,16,4,13-1041.01,Environmental Compliance Inspectors
16,16,3,11-3013.00,Facilities Managers
16,14,4,13-2023.00,Appraisers and Assessors of Real Estate
16,14,2,51-8099.01,Biofuels Processing Technicians
16,14,4,13-1141.00,"Compensation, Benefits, and Job Analysis Specialists"
16,14,4,13-2041.00,Credit Analysts
16,14,4,13-2061.00,Financial Examiners
16,14,3,33-2021.00,Fire Inspectors and Investigators
16,14,2,33-9099.02,Retail Loss Prevention Specialists
16,14,4,11-3031.01,Treasurers and Controllers
16,13,3,49-2091.00,Avionics Technicians
16,13,4,11-3051.04,Biomass Power Plant Managers
16,13,4,11-9121.01,Clinical Research Coordinators
16,13,2,43-4041.00,"Credit Authorizers, Checkers, and Clerks"
16,13,4,17-2081.00,Environmental Engineers
16,13,5,25-9021.00,Farm and Home Management Educators
16,13,4,17-2111.02,Fire-Prevention and Protection Engineers
16,13,2,33-1091.00,First-Line Supervisors of Security Workers
16,13,2,43-9041.00,Insurance Claims and Policy Processing Clerks
16,13,4,13-2072.00,Loan Officers
16,13,4,11-9081.00,Lodging Managers
16,13,3,29-2033.00,Nuclear Medicine Technologists
16,13,3,29-2099.05,Ophthalmic Medical Technologists
16,13,5,29-1123.00,Physical Therapists
16,13,2,51-5113.00,Print Binding and Finishing Workers
16,13,4,11-3013.01,Security Managers
16,13,4,21-1093.00,Social and Human Service Assistants
16,13,5,29-1127.00,Speech-Language Pathologists
16,13,4,11-3071.04,Supply Chain Managers
16,13,2,47-4099.03,Weatherization Installers and Technicians
16,11,5,29-1141.02,Advanced Practice Psychiatric Nurses
16,11,3,49-3011.00,Aircraft Mechanics and Service Technicians
16,11,5,23-1022.00,"Arbitrators, Mediators, and Conciliators"
16,11,3,49-3023.00,Automotive Service Technicians and Mechanics
16,11,4,11-9199.11,Brownfield Redevelopment Specialists and Site Managers
16,11,2,51-7011.00,Cabinetmakers and Bench Carpenters
16,11,4,25-2032.00,"Career/Technical Education Teachers, Secondary School"
16,11,5,19-3033.00,Clinical and Counseling Psychologists
16,11,4,13-1041.00,Compliance Officers
16,11,3,49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door"
16,11,5,29-1021.00,"Dentists, General"
16,11,4,27-3041.00,Editors
16,11,5,11-9032.00,"Education Administrators, Kindergarten through Secondary"
16,11,3,49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment"
16,11,5,19-1041.00,Epidemiologists
16,11,1,45-2092.00,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse"
16,11,3,37-1012.00,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers"
16,11,2,43-5011.01,Freight Forwarders
16,11,2,51-8092.00,Gas Plant Operators
16,11,5,21-1022.00,Healthcare Social Workers
16,11,3,49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers"
16,11,3,29-2012.01,Histology Technicians
16,11,4,11-3051.00,Industrial Production Managers
16,11,3,25-4031.00,Library Technicians
16,11,4,11-9199.08,Loss Prevention Managers
16,11,2,31-9093.00,Medical Equipment Preparers
16,11,5,29-9099.01,Midwives
16,11,5,29-1299.01,Naturopathic Physicians
16,11,3,29-2099.01,Neurodiagnostic Technologists
16,11,3,43-4141.00,New Accounts Clerks
16,11,4,21-1092.00,Probation Officers and Correctional Treatment Specialists
16,11,4,11-2022.00,Sales Managers
16,11,4,25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education"
16,11,2,43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive"
16,11,2,51-9141.00,Semiconductor Processing Technicians
16,11,3,47-2152.04,Solar Thermal Installers and Technicians
16,11,4,25-2056.00,"Special Education Teachers, Elementary School"
16,11,2,53-7065.00,Stockers and Order Fillers
16,11,3,13-2081.00,"Tax Examiners and Collectors, and Revenue Agents"
16,11,3,25-9043.00,"Teaching Assistants, Special Education"
16,11,3,33-3052.00,Transit and Railroad Police
16,11,4,53-6051.00,Transportation Inspectors
16,11,5,29-1229.03,Urologists
16,11,4,27-3043.00,Writers and Authors
16,9,2,51-9191.00,Adhesive Bonding Machine Operators and Tenders
16,9,2,53-1041.00,Aircraft Cargo Handling Supervisors
16,9,3,29-2031.00,Cardiovascular Technologists and Technicians
16,9,2,51-9011.00,Chemical Equipment Operators and Tenders
16,9,5,25-1122.00,"Communications Teachers, Postsecondary"
16,9,3,47-4011.00,Construction and Building Inspectors
16,9,1,41-9091.00,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers"
16,9,2,51-9194.00,Etchers and Engravers
16,9,3,49-3041.00,Farm Equipment Mechanics and Service Technicians
16,9,3,27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators"
16,9,3,33-2022.00,Forest Fire Inspectors and Prevention Specialists
16,9,2,49-9031.00,Home Appliance Repairers
16,9,4,13-1071.00,Human Resources Specialists
16,9,5,25-9031.00,Instructional Coordinators
16,9,2,49-9094.00,Locksmiths and Safe Repairers
16,9,5,21-1014.00,Mental Health Counselors
16,9,3,49-3042.00,"Mobile Heavy Equipment Mechanics, Except Engines"
16,9,3,49-3051.00,Motorboat Mechanics and Service Technicians
16,9,5,29-1161.00,Nurse Midwives
16,9,3,51-7032.00,"Patternmakers, Wood"
16,9,4,13-2052.00,Personal Financial Advisors
16,9,3,31-9097.00,Phlebotomists
16,9,3,27-4021.00,Photographers
16,9,2,43-5051.00,Postal Service Clerks
16,9,2,43-5053.00,"Postal Service Mail Sorters, Processors, and Processing Machine Operators"
16,9,3,41-9022.00,Real Estate Sales Agents
16,9,4,29-1141.00,Registered Nurses
16,9,2,51-4023.00,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic"
16,9,3,53-5031.00,Ship Engineers
16,9,2,43-5071.00,"Shipping, Receiving, and Inventory Clerks"
16,9,4,27-2012.04,Talent Directors
16,9,2,51-2092.00,Team Assemblers
16,9,2,49-9052.00,Telecommunications Line Installers and Repairers
16,9,3,51-4111.00,Tool and Die Makers
16,9,2,51-8031.00,Water and Wastewater Treatment Plant and System Operators
16,9,3,49-9081.00,Wind Turbine Service Technicians
13,14,2,51-2011.00,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers"
13,13,4,13-1051.00,Cost Estimators
13,13,3,29-9093.00,Surgical Assistants
13,13,2,33-9093.00,Transportation Security Screeners
13,11,5,29-1229.01,Allergists and Immunologists
13,11,5,19-3091.00,Anthropologists and Archeologists
13,11,4,27-1011.00,Art Directors
13,11,4,13-1021.00,"Buyers and Purchasing Agents, Farm Products"
13,11,4,21-1094.00,Community Health Workers
13,11,4,13-2071.00,Credit Counselors
13,11,3,47-4011.01,Energy Auditors
13,11,2,43-4071.00,File Clerks
13,11,3,45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers"
13,11,3,19-4092.00,Forensic Science Technicians
13,11,4,19-1032.00,Foresters
13,11,4,13-2053.00,Insurance Underwriters
13,11,4,27-2012.03,Media Programming Directors
13,11,4,27-3023.00,"News Analysts, Reporters, and Journalists"
13,11,3,29-2081.00,"Opticians, Dispensing"
13,11,2,33-3041.00,Parking Enforcement Workers
13,11,3,33-3051.00,Police and Sheriff's Patrol Officers
13,11,5,19-3094.00,Political Scientists
13,11,3,11-9179.02,Spa Managers
13,11,4,11-3131.00,Training and Development Managers
13,11,4,13-1151.00,Training and Development Specialists
13,9,5,25-1061.00,"Anthropology and Archeology Teachers, Postsecondary"
13,9,5,25-4011.00,Archivists
13,9,3,25-1194.00,"Career/Technical Education Teachers, Postsecondary"
13,9,3,19-4031.00,Chemical Technicians
13,9,4,11-9021.00,Construction Managers
13,9,2,33-3012.00,Correctional Officers and Jailers
13,9,2,43-4051.00,Customer Service Representatives
13,9,4,11-9031.00,"Education and Childcare Administrators, Preschool and Daycare"
13,9,5,21-1012.00,"Educational, Guidance, and Career Counselors and Advisors"
13,9,4,27-4032.00,Film and Video Editors
13,9,4,41-1012.00,First-Line Supervisors of Non-Retail Sales Workers
13,9,4,19-1012.00,Food Scientists and Technologists
13,9,3,11-9171.00,Funeral Home Managers
13,9,4,11-1021.00,General and Operations Managers
13,9,3,29-2092.00,Hearing Aid Specialists
13,9,2,51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers"
13,9,5,23-1012.00,Judicial Law Clerks
13,9,3,31-9092.00,Medical Assistants
13,9,4,25-4013.00,Museum Technicians and Conservators
13,9,2,17-3029.01,Non-Destructive Testing Specialists
13,9,3,19-4051.02,Nuclear Monitoring Technicians
13,9,5,29-1051.00,Pharmacists
13,9,5,29-1229.05,Preventive Medicine Physicians
13,9,2,51-5112.00,Printing Press Operators
13,9,5,29-1223.00,Psychiatrists
13,9,4,13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products"
13,9,4,19-1031.02,Range Managers
13,9,4,29-1125.00,Recreational Therapists
13,9,2,47-2231.00,Solar Photovoltaic Installers
13,9,4,13-1199.05,Sustainability Specialists
13,9,3,25-9042.00,"Teaching Assistants, Preschool, Elementary, Middle, and Secondary School, Except Special Education"
13,7,5,23-1021.00,"Administrative Law Judges, Adjudicators, and Hearing Officers"
13,7,4,13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes"
13,7,2,45-2011.00,Agricultural Inspectors
13,7,4,53-2011.00,"Airline Pilots, Copilots, and Flight Engineers"
13,7,2,45-2021.00,Animal Breeders
13,7,5,25-1042.00,"Biological Science Teachers, Postsecondary"
13,7,2,47-2031.00,Carpenters
13,7,3,35-1011.00,Chefs and Head Cooks
13,7,5,29-1011.00,Chiropractors
13,7,5,21-2011.00,Clergy
13,7,3,53-2012.00,Commercial Pilots
13,7,3,13-1041.06,Coroners
