Importance,Level,Job Zone,Code,Occupation
53,43,4,29-1141.01,Acute Care Nurses
53,43,5,29-1141.04,Clinical Nurse Specialists
53,43,4,17-2111.02,Fire-Prevention and Protection Engineers
53,43,4,11-2033.00,Fundraising Managers
53,43,5,15-1211.01,Health Informatics Specialists
50,54,4,17-2121.00,Marine Engineers and Naval Architects
50,52,5,25-4012.00,Curators
50,52,4,13-1081.01,Logistics Engineers
50,52,4,17-2151.00,"Mining and Geological Engineers, Including Mining Safety Engineers"
50,50,5,29-1211.00,Anesthesiologists
50,50,5,17-1011.00,"Architects, Except Landscape and Naval"
50,50,4,17-2051.00,Civil Engineers
50,50,4,21-2021.00,"Directors, Religious Activities and Education"
50,50,5,29-1215.00,Family Medicine Physicians
50,50,4,19-1022.00,Microbiologists
50,50,3,39-4031.00,"Morticians, Undertakers, and Funeral Arrangers"
50,50,2,53-4031.00,Railroad Conductors and Yardmasters
50,50,4,11-9199.01,Regulatory Affairs Managers
50,48,4,15-2051.02,Clinical Data Managers
50,48,1,47-5011.00,"Derrick Operators, Oil and Gas"
50,48,4,27-3041.00,Editors
50,48,5,29-1217.00,Neurologists
50,48,5,29-1229.04,Physical Medicine and Rehabilitation Physicians
50,46,4,27-1011.00,Art Directors
50,46,2,47-5032.00,"Explosives Workers, Ordnance Handling Experts, and Blasters"
50,46,4,17-1012.00,Landscape Architects
50,46,5,19-1029.02,Molecular and Cellular Biologists
50,45,5,19-1011.00,Animal Scientists
50,45,5,29-1129.01,Art Therapists
50,45,4,17-2031.00,Bioengineers and Biomedical Engineers
50,45,5,19-1029.04,Biologists
50,45,4,13-2099.04,"Fraud Examiners, Investigators and Analysts"
50,45,5,29-1216.00,General Internal Medicine Physicians
50,45,5,29-1229.02,Hospitalists
50,45,4,13-1111.00,Management Analysts
50,45,4,17-2131.00,Materials Engineers
50,45,5,29-1171.00,Nurse Practitioners
50,45,5,19-2012.00,Physicists
50,45,5,25-1054.00,"Physics Teachers, Postsecondary"
50,45,5,29-1224.00,Radiologists
50,45,4,13-1199.07,Security Management Specialists
50,45,5,19-3051.00,Urban and Regional Planners
50,43,4,17-2021.00,Agricultural Engineers
50,43,5,19-3091.00,Anthropologists and Archeologists
50,43,5,19-2011.00,Astronomers
50,43,4,17-2141.02,Automotive Engineers
50,43,5,19-1021.00,Biochemists and Biophysicists
50,43,4,13-1021.00,"Buyers and Purchasing Agents, Farm Products"
50,43,3,15-1299.08,Computer Systems Engineers/Architects
50,43,2,35-2012.00,"Cooks, Institution and Cafeteria"
50,43,4,29-1141.03,Critical Care Nurses
50,43,3,13-1041.08,Customs Brokers
50,43,5,29-1213.00,Dermatologists
50,43,4,17-2071.00,Electrical Engineers
50,43,5,25-1123.00,"English Language and Literature Teachers, Postsecondary"
50,43,4,17-3025.00,Environmental Engineering Technologists and Technicians
50,43,4,21-1091.00,Health Education Specialists
50,43,2,43-4081.00,"Hotel, Motel, and Resort Desk Clerks"
50,43,5,19-2041.03,Industrial Ecologists
50,43,4,25-2012.00,"Kindergarten Teachers, Except Special Education"
50,43,5,21-1013.00,Marriage and Family Therapists
50,43,4,29-2036.00,Medical Dosimetrists
50,43,5,21-1023.00,Mental Health and Substance Abuse Social Workers
50,43,5,29-1299.01,Naturopathic Physicians
50,43,4,15-1244.00,Network and Computer Systems Administrators
50,43,3,51-8011.00,Nuclear Power Reactor Operators
50,43,5,25-1072.00,"Nursing Instructors and Teachers, Postsecondary"
50,43,5,29-1122.00,Occupational Therapists
50,43,4,19-1031.03,Park Naturalists
50,43,5,29-1071.00,Physician Assistants
50,43,5,29-1081.00,Podiatrists
50,43,5,29-1024.00,Prosthodontists
50,43,5,21-1011.00,Substance Abuse and Behavioral Disorder Counselors
50,43,5,19-3022.00,Survey Researchers
50,43,4,27-2012.04,Talent Directors
50,43,5,29-1131.00,Veterinarians
50,43,4,19-1023.00,Zoologists and Wildlife Biologists
50,41,5,25-2059.01,Adapted Physical Education Specialists
50,41,4,13-1081.02,Logistics Analysts
50,41,2,37-2021.00,Pest Control Workers
50,41,3,53-6041.00,Traffic Technicians
50,36,2,53-7041.00,Hoist and Winch Operators
50,36,2,47-5013.00,"Service Unit Operators, Oil and Gas"
47,55,4,17-2112.03,Manufacturing Engineers
47,52,5,15-1221.00,Computer and Information Research Scientists
47,50,5,29-1031.00,Dietitians and Nutritionists
47,50,4,27-2012.05,Media Technical Directors/Managers
47,50,4,17-2171.00,Petroleum Engineers
47,50,4,17-1022.00,Surveyors
47,48,5,11-3031.03,Investment Fund Managers
47,48,5,29-1218.00,Obstetricians and Gynecologists
47,48,5,27-1027.00,Set and Exhibit Designers
47,46,5,25-1061.00,"Anthropology and Archeology Teachers, Postsecondary"
47,46,3,47-2111.00,Electricians
47,46,5,19-1042.00,"Medical Scientists, Except Epidemiologists"
47,46,2,47-5012.00,"Rotary Drill Operators, Oil and Gas"
47,45,4,13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes"
47,45,4,53-2011.00,"Airline Pilots, Copilots, and Flight Engineers"
47,45,5,25-1062.00,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary"
47,45,5,19-1029.01,Bioinformatics Scientists
47,45,4,11-9199.11,Brownfield Redevelopment Specialists and Site Managers
47,45,5,29-1214.00,Emergency Medicine Physicians
47,45,3,19-4071.00,Forest and Conservation Technicians
47,45,5,23-1023.00,"Judges, Magistrate Judges, and Magistrates"
47,45,4,17-2141.00,Mechanical Engineers
47,45,5,17-2199.09,Nanosystems Engineers
47,45,5,29-1123.00,Physical Therapists
47,45,3,53-5031.00,Ship Engineers
47,43,5,29-1141.02,Advanced Practice Psychiatric Nurses
47,43,3,53-2022.00,Airfield Operations Specialists
47,43,5,29-1181.00,Audiologists
47,43,4,21-1021.00,"Child, Family, and School Social Workers"
47,43,3,53-2012.00,Commercial Pilots
47,43,5,25-1122.00,"Communications Teachers, Postsecondary"
47,43,3,15-1211.00,Computer Systems Analysts
47,43,3,47-4011.00,Construction and Building Inspectors
47,43,5,21-1012.00,"Educational, Guidance, and Career Counselors and Advisors"
47,43,2,49-9051.00,Electrical Power-Line Installers and Repairers
47,43,4,29-1128.00,Exercise Physiologists
47,43,5,25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary"
47,43,5,25-1064.00,"Geography Teachers, Postsecondary"
47,43,5,17-2112.01,Human Factors Engineers and Ergonomists
47,43,4,27-1025.00,Interior Designers
47,43,5,23-1011.00,Lawyers
47,43,3,29-2012.00,Medical and Clinical Laboratory Technicians
47,43,4,29-2011.00,Medical and Clinical Laboratory Technologists
47,43,4,25-2022.00,"Middle School Teachers, Except Special and Career/Technical Education"
47,43,5,29-1221.00,"Pediatricians, General"
47,43,5,25-1066.00,"Psychology Teachers, Postsecondary"
47,43,4,19-1031.02,Range Managers
47,43,4,13-1041.07,Regulatory Affairs Specialists
47,43,4,19-2099.01,Remote Sensing Scientists and Technologists
47,43,3,39-9041.00,Residential Advisors
47,43,3,29-1126.00,Respiratory Therapists
47,43,5,19-3041.00,Sociologists
47,41,4,15-2011.00,Actuaries
47,41,5,29-1229.01,Allergists and Immunologists
47,41,4,19-2021.00,Atmospheric and Space Scientists
47,41,5,25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary"
47,41,3,25-1194.00,"Career/Technical Education Teachers, Postsecondary"
47,41,5,29-1011.00,Chiropractors
47,41,4,13-1141.00,"Compensation, Benefits, and Job Analysis Specialists"
47,41,4,19-1031.00,Conservation Scientists
47,41,3,43-9031.00,Desktop Publishers
47,41,5,19-2041.02,Environmental Restoration Planners
47,41,2,47-5022.00,"Excavating and Loading Machine and Dragline Operators, Surface Mining"
47,41,5,25-9021.00,Farm and Home Management Educators
47,41,5,29-9092.00,Genetic Counselors
47,41,5,25-1071.00,"Health Specialties Teachers, Postsecondary"
47,41,3,49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers"
47,41,4,13-1071.00,Human Resources Specialists
47,41,4,17-2112.00,Industrial Engineers
47,41,4,15-1212.00,Information Security Analysts
47,41,3,43-4111.00,"Interviewers, Except Eligibility and Loan"
47,41,4,13-1075.00,Labor Relations Specialists
47,41,5,25-1082.00,"Library Science Teachers, Postsecondary"
47,41,3,29-2061.00,Licensed Practical and Licensed Vocational Nurses
47,41,5,17-2199.06,Microsystems Engineers
47,41,5,19-3039.02,Neuropsychologists
47,41,5,29-1151.00,Nurse Anesthetists
47,41,3,25-2011.00,"Preschool Teachers, Except Special Education"
47,41,3,29-1124.00,Radiation Therapists
47,41,5,25-1193.00,"Recreation and Fitness Studies Teachers, Postsecondary"
47,41,2,33-9099.02,Retail Loss Prevention Specialists
47,41,5,25-1113.00,"Social Work Teachers, Postsecondary"
47,41,4,25-2057.00,"Special Education Teachers, Middle School"
47,41,4,13-1199.05,Sustainability Specialists
47,41,3,33-3052.00,Transit and Railroad Police
47,39,3,53-2021.00,Air Traffic Controllers
47,39,3,27-4011.00,Audio and Video Technicians
47,39,2,47-4091.00,Segmental Pavers
47,39,2,53-7121.00,"Tank Car, Truck, and Ship Loaders"
47,39,2,39-7012.00,Travel Guides
47,37,5,29-9091.00,Athletic Trainers
47,37,3,29-2099.05,Ophthalmic Medical Technologists
47,37,5,25-1067.00,"Sociology Teachers, Postsecondary"
47,36,2,27-2021.00,Athletes and Sports Competitors
47,36,2,47-2022.00,Stonemasons
47,36,3,29-2055.00,Surgical Technologists
47,34,4,25-2058.00,"Special Education Teachers, Secondary School"
47,34,2,47-2221.00,Structural Iron and Steel Workers
47,32,2,49-9011.00,Mechanical Door Repairers
44,48,4,17-2041.00,Chemical Engineers
44,46,5,19-3039.03,Clinical Neuropsychologists
44,46,4,11-9121.02,Water Resource Specialists
44,45,5,15-2041.01,Biostatisticians
44,45,4,17-1022.01,Geodetic Surveyors
44,45,5,29-1022.00,Oral and Maxillofacial Surgeons
44,45,3,13-1022.00,"Wholesale and Retail Buyers, Except Farm Products"
44,43,4,13-2011.00,Accountants and Auditors
44,43,4,17-2011.00,Aerospace Engineers
44,43,3,19-4012.00,Agricultural Technicians
44,43,5,25-1031.00,"Architecture Teachers, Postsecondary"
44,43,5,25-1052.00,"Chemistry Teachers, Postsecondary"
44,43,4,19-2031.00,Chemists
44,43,5,19-3033.00,Clinical and Counseling Psychologists
44,43,3,49-9092.00,Commercial Divers
44,43,4,15-1241.00,Computer Network Architects
44,43,5,25-1021.00,"Computer Science Teachers, Postsecondary"
44,43,4,15-1242.00,Database Administrators
44,43,5,25-1081.00,"Education Teachers, Postsecondary"
44,43,4,17-2199.03,"Energy Engineers, Except Wind and Solar"
44,43,4,17-2081.00,Environmental Engineers
44,43,5,25-1125.00,"History Teachers, Postsecondary"
44,43,5,21-1014.00,Mental Health Counselors
44,43,2,17-3029.01,Non-Destructive Testing Specialists
44,43,4,17-2161.00,Nuclear Engineers
44,43,3,51-8012.00,Power Distributors and Dispatchers
44,43,5,29-1223.00,Psychiatrists
44,43,4,29-1125.00,Recreational Therapists
44,43,4,21-1015.00,Rehabilitation Counselors
44,43,4,25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education"
44,43,4,53-6051.00,Transportation Inspectors
44,43,4,15-1255.01,Video Game Designers
44,43,4,17-2199.10,Wind Energy Engineers
44,41,5,25-1041.00,"Agricultural Sciences Teachers, Postsecondary"
44,41,5,25-1121.00,"Art, Drama, and Music Teachers, Postsecondary"
44,41,3,53-6051.01,Aviation Inspectors
44,41,5,19-2041.01,Climate Change Policy Analysts
44,41,4,27-1021.00,Commercial and Industrial Designers
44,41,5,25-1111.00,"Criminal Justice and Law Enforcement Teachers, Postsecondary"
44,41,4,29-2011.01,Cytogenetic Technologists
44,41,3,29-2051.00,Dietetic Technicians
44,41,4,15-1299.03,Document Management Specialists
44,41,3,17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technicians
44,41,4,17-2072.00,"Electronics Engineers, Except Computer"
44,41,5,25-1053.00,"Environmental Science Teachers, Postsecondary"
44,41,4,13-1131.00,Fundraisers
44,41,2,51-8092.00,Gas Plant Operators
44,41,3,13-1041.04,Government Property Inspectors and Investigators
44,41,5,19-2043.00,Hydrologists
44,41,5,29-1122.01,"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapists"
44,41,4,13-1161.00,Market Research Analysts and Marketing Specialists
44,41,4,17-2199.05,Mechatronics Engineers
44,41,3,49-3042.00,"Mobile Heavy Equipment Mechanics, Except Engines"
44,41,4,29-1129.02,Music Therapists
44,41,3,27-4021.00,Photographers
44,41,5,25-1065.00,"Political Science Teachers, Postsecondary"
44,41,3,29-2053.00,Psychiatric Technicians
44,41,5,19-3034.00,School Psychologists
44,41,4,17-2112.02,Validation Engineers
44,41,3,29-2056.00,Veterinary Technologists and Technicians
44,39,2,51-8091.00,Chemical Plant and System Operators
44,39,4,13-1031.00,"Claims Adjusters, Examiners, and Investigators"
44,39,3,33-3051.04,Customs and Border Protection Officers
44,39,3,49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay"
44,39,3,39-4011.00,Embalmers
44,39,5,25-1032.00,"Engineering Teachers, Postsecondary"
44,39,5,25-1112.00,"Law Teachers, Postsecondary"
44,39,2,53-5022.00,Motorboat Operators
44,39,3,19-4051.02,Nuclear Monitoring Technicians
44,39,3,29-2081.00,"Opticians, Dispensing"
44,39,5,25-1126.00,"Philosophy and Religion Teachers, Postsecondary"
44,39,2,43-3061.00,Procurement Clerks
44,39,4,17-2072.01,Radio Frequency Identification Device Specialists
44,39,3,41-9022.00,Real Estate Sales Agents
44,39,2,53-5011.00,Sailors and Marine Oilers
44,39,4,19-3099.01,Transportation Planners
44,37,4,25-2032.00,"Career/Technical Education Teachers, Secondary School"
44,37,2,43-4031.00,"Court, Municipal, and License Clerks"
44,37,5,25-1063.00,"Economics Teachers, Postsecondary"
44,37,3,25-4031.00,Library Technicians
44,37,3,29-2099.08,Patient Representatives
44,37,3,33-3051.00,Police and Sheriff's Patrol Officers
44,37,2,51-4023.00,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic"
44,37,4,41-3031.00,"Securities, Commodities, and Financial Services Sales Agents"
44,37,5,19-1013.00,Soil and Plant Scientists
44,37,4,25-2056.00,"Special Education Teachers, Elementary School"
44,37,2,37-3013.00,Tree Trimmers and Pruners
44,37,3,25-3041.00,Tutors
44,36,2,51-9193.00,Cooling and Freezing Equipment Operators and Tenders
44,36,3,29-2032.00,Diagnostic Medical Sonographers
44,36,4,27-3091.00,Interpreters and Translators
44,36,2,51-2092.00,Team Assemblers
44,36,2,47-4099.03,Weatherization Installers and Technicians
44,34,4,13-1041.00,Compliance Officers
44,34,5,29-9099.01,Midwives
44,34,2,53-4013.00,"Rail Yard Engineers, Dinkey Operators, and Hostlers"
44,34,2,51-9012.00,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders"
41,43,3,17-3011.00,Architectural and Civil Drafters
41,43,2,51-3021.00,Butchers and Meat Cutters
41,43,3,19-4092.00,Forensic Science Technicians
41,43,4,41-9031.00,Sales Engineers
41,43,4,13-1161.01,Search Marketing Strategists
41,41,4,25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors"
41,41,5,29-1071.01,Anesthesiologist Assistants
41,41,3,27-4012.00,Broadcast Technicians
41,41,4,11-9199.02,Compliance Managers
41,41,3,35-2013.00,"Cooks, Private Household"
41,41,2,53-7031.00,Dredge Operators
41,41,4,17-2111.00,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors"
41,41,4,13-2072.00,Loan Officers
41,41,5,29-1161.00,Nurse Midwives
41,41,4,29-1141.00,Registered Nurses
41,41,3,15-1241.01,Telecommunications Engineering Specialists
41,39,4,15-1251.00,Computer Programmers
41,39,2,47-5041.00,Continuous Mining Machine Operators
41,39,4,25-2021.00,"Elementary School Teachers, Except Special Education"
41,39,4,19-1012.00,Food Scientists and Technologists
41,39,5,25-1124.00,"Foreign Language and Literature Teachers, Postsecondary"
41,39,3,15-1299.02,Geographic Information Systems Technologists and Technicians
41,39,5,25-4022.00,Librarians and Media Collections Specialists
41,39,3,17-3027.00,Mechanical Engineering Technologists and Technicians
41,39,2,49-9044.00,Millwrights
41,39,3,29-2033.00,Nuclear Medicine Technologists
41,39,4,27-3031.00,Public Relations Specialists
41,39,4,41-9021.00,Real Estate Brokers
41,39,5,25-2051.00,"Special Education Teachers, Preschool"
41,37,3,49-2091.00,Avionics Technicians
41,37,4,25-2023.00,"Career/Technical Education Teachers, Middle School"
41,37,4,17-2061.00,Computer Hardware Engineers
41,37,5,29-2011.02,Cytotechnologists
41,37,4,13-1041.01,Environmental Compliance Inspectors
41,37,5,19-3011.01,Environmental Economists
41,37,5,25-1192.00,"Family and Consumer Sciences Teachers, Postsecondary"
41,37,5,13-2099.01,Financial Quantitative Analysts
41,37,3,19-4013.00,Food Science Technicians
41,37,2,51-7021.00,Furniture Finishers
41,37,5,19-2042.00,"Geoscientists, Except Hydrologists and Geographers"
41,37,4,15-1299.05,Information Security Engineers
41,37,3,31-2011.00,Occupational Therapy Assistants
41,37,5,15-2031.00,Operations Research Analysts
41,37,3,31-2021.00,Physical Therapist Assistants
41,37,3,29-2034.00,Radiologic Technologists and Technicians
41,37,2,43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive"
41,37,2,47-2211.00,Sheet Metal Workers
41,36,5,23-1021.00,"Administrative Law Judges, Adjudicators, and Hearing Officers"
41,36,2,39-2011.00,Animal Trainers
41,36,5,25-1011.00,"Business Teachers, Postsecondary"
41,36,2,47-2031.00,Carpenters
41,36,3,33-3021.00,Detectives and Criminal Investigators
41,36,3,33-2021.00,Fire Inspectors and Investigators
41,36,2,33-9031.00,Gambling Surveillance Officers and Gambling Investigators
41,36,3,47-4041.00,Hazardous Materials Removal Workers
41,36,4,29-2011.04,Histotechnologists
41,36,4,13-1199.06,Online Merchants
41,36,4,17-2199.07,Photonics Engineers
41,36,4,19-4099.03,Remote Sensing Technicians
41,36,4,41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products"
41,36,4,17-2199.11,Solar Energy Systems Engineers
41,36,3,49-9081.00,Wind Turbine Service Technicians
41,34,4,15-2099.01,Bioinformatics Technicians
41,34,2,43-4041.00,"Credit Authorizers, Checkers, and Clerks"
41,34,3,17-3023.00,Electrical and Electronic Engineering Technologists and Technicians
41,34,2,51-4051.00,Metal-Refining Furnace Operators and Tenders
41,32,2,45-2011.00,Agricultural Inspectors
41,32,3,49-3011.00,Aircraft Mechanics and Service Technicians
41,32,2,43-9021.00,Data Entry Keyers
41,32,1,45-3031.00,Fishing and Hunting Workers
41,32,2,49-9099.01,Geothermal Technicians
41,32,1,51-3022.00,"Meat, Poultry, and Fish Cutters and Trimmers"
41,32,2,53-7072.00,"Pump Operators, Except Wellhead Pumpers"
41,32,3,17-3031.00,Surveying and Mapping Technicians
41,30,3,43-4011.00,Brokerage Clerks
41,30,3,49-9041.00,Industrial Machinery Mechanics
41,30,3,51-9082.00,Medical Appliance Technicians
41,30,2,43-6013.00,Medical Secretaries and Administrative Assistants
41,30,3,19-5012.00,Occupational Health and Safety Technicians
41,30,1,47-2161.00,Plasterers and Stucco Masons
41,30,2,47-2231.00,Solar Photovoltaic Installers
41,30,4,15-1299.01,Web Administrators
41,29,4,43-9111.00,Statistical Assistants
38,43,4,17-2141.01,Fuel Cell Engineers
38,43,4,19-2032.00,Materials Scientists
38,43,4,19-5011.00,Occupational Health and Safety Specialists
38,41,5,25-4011.00,Archivists
38,41,4,33-3031.00,Fish and Game Wardens
38,41,2,49-9096.00,Riggers
38,39,5,25-1042.00,"Biological Science Teachers, Postsecondary"
38,39,3,27-4031.00,"Camera Operators, Television, Video, and Film"
38,39,3,29-2031.00,Cardiovascular Technologists and Technicians
38,39,3,13-1041.06,Coroners
38,39,4,15-1243.00,Database Architects
38,39,3,17-3012.00,Electrical and Electronics Drafters
38,39,3,17-3026.00,Industrial Engineering Technologists and Technicians
38,39,4,27-3023.00,"News Analysts, Reporters, and Journalists"
38,39,5,29-2091.00,Orthotists and Prosthetists
38,37,3,49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment"
38,37,2,43-5011.01,Freight Forwarders
38,37,2,43-5031.00,Public Safety Telecommunicators
38,37,4,27-3043.00,Writers and Authors
38,36,2,35-3011.00,Bartenders
38,36,3,19-4031.00,Chemical Technicians
38,36,1,53-7011.00,Conveyor Operators and Tenders
38,36,2,33-3012.00,Correctional Officers and Jailers
38,36,4,13-1051.00,Cost Estimators
38,36,3,47-4011.01,Energy Auditors
38,36,4,19-3092.00,Geographers
38,36,5,19-3093.00,Historians
38,36,2,53-4011.00,Locomotive Engineers
38,36,2,51-8093.00,"Petroleum Pump System Operators, Refinery Operators, and Gaugers"
38,36,3,47-2152.00,"Plumbers, Pipefitters, and Steamfitters"
38,36,2,51-5113.00,Print Binding and Finishing Workers
38,34,2,51-8099.01,Biofuels Processing Technicians
38,34,2,51-7011.00,Cabinetmakers and Bench Carpenters
38,34,2,51-9011.00,Chemical Equipment Operators and Tenders
38,34,5,19-3011.00,Economists
38,34,4,19-4043.00,"Geological Technicians, Except Hydrologic Technicians"
38,34,3,31-9097.00,Phlebotomists
38,34,2,43-5061.00,"Production, Planning, and Expediting Clerks"
38,34,3,17-3024.01,Robotics Technicians
38,34,3,49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers"
38,34,2,33-9093.00,Transportation Security Screeners
38,32,2,53-2031.00,Flight Attendants
38,32,3,39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists"
38,32,2,37-3012.00,"Pesticide Handlers, Sprayers, and Applicators, Vegetation"
38,32,2,49-3043.00,Rail Car Repairers
38,32,3,25-3021.00,Self-Enrichment Teachers
38,32,4,25-3031.00,"Substitute Teachers, Short-Term"
38,30,2,49-3091.00,Bicycle Repairers
